"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","images","target","target_image","target_type","round_type","set","test_audio","choice","chosen_image","correct","choices","chosen_images","chosen_items","chosen_audio_items","first_choice_location","chosen_images_in_order","chosen_audio_in_order","chosen_items_in_order","condition","sample_num","chosen_index","chosen_audio","central_images"
"pavlovia","0","3","0.0-0.0","p004","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","138","0.0-1.0","p004","3","2","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","2575","0.0-2.0","p004","3","2","","","","","","2436.000000000001","","0","","","","","","","","","","","","","","","","","","","","","","",""
"coact-test-prompt","3","4052","0.0-3.0","p004","3","2","","","","","","1475","","","[""stims/images/butterfly.png"",""stims/images/frog.png"",""stims/images/wolf.png"",""stims/images/cat.png"",""stims/images/horse.png"",""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/squirrel.png""]","frog","stims/images/frog.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","4","7662","0.0-4.0","p004","3","2","","","","","","11838.045333333333","","","[""stims/images/butterfly.png"",""stims/images/frog.png"",""stims/images/wolf.png"",""stims/images/cat.png"",""stims/images/horse.png"",""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/squirrel.png""]","frog","","familiar","practice_pretest","familiar","stims/audio/find_frog.wav","1","stims/images/frog.png","1","","","","","","","","","","","","",""
"coact-test-prompt","5","9611","0.0-5.0","p004","3","2","","","","","","1948.0000000000018","","","[""stims/images/frog.png"",""stims/images/wolf.png"",""stims/images/horse.png"",""stims/images/cat.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/butterfly.png"",""stims/images/cow.png""]","duck","stims/images/duck.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","6","13992","0.0-6.0","p004","3","2","","","","","","18163.485333333334","","","[""stims/images/frog.png"",""stims/images/wolf.png"",""stims/images/horse.png"",""stims/images/cat.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/butterfly.png"",""stims/images/cow.png""]","duck","","familiar","practice_pretest","familiar","stims/audio/wheres_duck.wav","4","stims/images/duck.png","1","","","","","","","","","","","","",""
"coact-test-prompt","7","15133","0.0-7.0","p004","3","2","","","","","","1138.9999999999964","","","[""stims/images/alpaca.png"",""stims/images/tiger.png"",""stims/images/jaguar.png"",""stims/images/antelope.png"",""stims/images/pangolin.png"",""stims/images/koala.png"",""stims/images/dog.png"",""stims/images/tarsier.png""]","koala","stims/images/koala.png","somewhat familiar","pretest","3","","","","","","","","","","","","","","","","",""
"coact-test","8","21630","0.0-8.0","p004","3","2","","","","","","25795.962666666666","","","[""stims/images/alpaca.png"",""stims/images/tiger.png"",""stims/images/jaguar.png"",""stims/images/antelope.png"",""stims/images/pangolin.png"",""stims/images/koala.png"",""stims/images/dog.png"",""stims/images/tarsier.png""]","koala","","somewhat familiar","pretest","3","stims/audio/wheres_koala.wav","5","stims/images/koala.png","1","","","","","","","","","","","","",""
"coact-test-prompt","9","22862","0.0-9.0","p004","3","2","","","","","","1231","","","[""stims/images/dog.png"",""stims/images/tarsier.png"",""stims/images/pangolin.png"",""stims/images/koala.png"",""stims/images/tiger.png"",""stims/images/jaguar.png"",""stims/images/antelope.png"",""stims/images/alpaca.png""]","antelope","stims/images/antelope.png","somewhat unfamiliar","pretest","3","","","","","","","","","","","","","","","","",""
