trial_type,trial_index,time_elapsed,internal_node_id,subject,condition,condition_vector,success,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,images,cur_target,cur_target_image,cur_target_type,round_type,set,test_audio,choice,chosen_image,choices,chosen_images,chosen_items,chosen_audio_items,first_choice_location,chosen_images_in_order,chosen_audio_in_order,chosen_items_in_order,sample_num,chosen_index,chosen_audio,central_images
coact-grid,179,968812,0.0-179.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,7768,,,"[""stims/images/flamingo.png"",""stims/images/koala.png"",""stims/images/dog.png"",""stims/images/manatee.png"",""stims/images/alpaca.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/tapir.png""]",,,,,4,,,,"[4,7]","[""stims/images/alpaca.png"",""stims/images/tapir.png""]","[""alpaca"",""tapir""]","[""stims/audio/its_alpaca.wav"",""stims/audio/its_tapir.wav""]",right,"[""stims/images/tapir.png"",""stims/images/alpaca.png""]","[""stims/audio/its_tapir.wav"",""stims/audio/its_alpaca.wav""]","[""tapir"",""alpaca""]",0,,,
coact-grid-choice,180,971409,0.0-180.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2596,,,"[""stims/images/flamingo.png"",""stims/images/koala.png"",""stims/images/dog.png"",""stims/images/manatee.png"",""stims/images/alpaca.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/tapir.png""]",,,,,4,,,stims/images/tapir.png,,,,,right,"[""stims/images/tapir.png"",""stims/images/alpaca.png""]","[""stims/audio/its_tapir.wav"",""stims/audio/its_alpaca.wav""]","[""tapir"",""alpaca""]",0,1,stims/audio/its_alpaca.wav,"[""stims/images/alpaca.png"",""stims/images/tapir.png""]"
coact-grid-choice-audio,181,974417,0.0-181.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,4,,,stims/images/tapir.png,,,,,right,,,,0,,stims/audio/its_alpaca.wav,
coact-grid,182,980229,0.0-182.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,4507,,,"[""stims/images/tapir.png"",""stims/images/bear.png"",""stims/images/dog.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/alpaca.png"",""stims/images/flamingo.png"",""stims/images/manatee.png""]",,,,,4,,,,"[7,5]","[""stims/images/manatee.png"",""stims/images/alpaca.png""]","[""manatee"",""alpaca""]","[""stims/audio/thats_manatee.wav"",""stims/audio/thats_alpaca.wav""]",right,"[""stims/images/alpaca.png"",""stims/images/manatee.png""]","[""stims/audio/thats_alpaca.wav"",""stims/audio/thats_manatee.wav""]","[""alpaca"",""manatee""]",1,,,
coact-grid-choice,183,984734,0.0-183.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,4504,,,"[""stims/images/tapir.png"",""stims/images/bear.png"",""stims/images/dog.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/alpaca.png"",""stims/images/flamingo.png"",""stims/images/manatee.png""]",,,,,4,,,stims/images/alpaca.png,,,,,right,"[""stims/images/alpaca.png"",""stims/images/manatee.png""]","[""stims/audio/thats_alpaca.wav"",""stims/audio/thats_manatee.wav""]","[""alpaca"",""manatee""]",1,1,stims/audio/thats_manatee.wav,"[""stims/images/manatee.png"",""stims/images/alpaca.png""]"
coact-grid-choice-audio,184,987743,0.0-184.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,4,,,stims/images/alpaca.png,,,,,right,,,,1,,stims/audio/thats_manatee.wav,
coact-grid,185,994778,0.0-185.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,5726,,,"[""stims/images/narwhal.png"",""stims/images/bear.png"",""stims/images/tapir.png"",""stims/images/dog.png"",""stims/images/flamingo.png"",""stims/images/alpaca.png"",""stims/images/manatee.png"",""stims/images/koala.png""]",,,,,4,,,,"[0,6]","[""stims/images/narwhal.png"",""stims/images/manatee.png""]","[""narwhal"",""manatee""]","[""stims/audio/thats_narwhal.wav"",""stims/audio/thats_manatee.wav""]",left,"[""stims/images/narwhal.png"",""stims/images/manatee.png""]","[""stims/audio/thats_narwhal.wav"",""stims/audio/thats_manatee.wav""]","[""narwhal"",""manatee""]",2,,,
coact-grid-choice,186,997491,0.0-186.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2711,,,"[""stims/images/narwhal.png"",""stims/images/bear.png"",""stims/images/tapir.png"",""stims/images/dog.png"",""stims/images/flamingo.png"",""stims/images/alpaca.png"",""stims/images/manatee.png"",""stims/images/koala.png""]",,,,,4,,,stims/images/narwhal.png,,,,,left,"[""stims/images/narwhal.png"",""stims/images/manatee.png""]","[""stims/audio/thats_narwhal.wav"",""stims/audio/thats_manatee.wav""]","[""narwhal"",""manatee""]",2,0,stims/audio/thats_narwhal.wav,"[""stims/images/narwhal.png"",""stims/images/manatee.png""]"
coact-grid-choice-audio,187,1000498,0.0-187.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3003,,,,,,,,4,,,stims/images/narwhal.png,,,,,left,,,,2,,stims/audio/thats_narwhal.wav,
coact-grid,188,1010842,0.0-188.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,9038,,,"[""stims/images/narwhal.png"",""stims/images/flamingo.png"",""stims/images/manatee.png"",""stims/images/dog.png"",""stims/images/tapir.png"",""stims/images/koala.png"",""stims/images/alpaca.png"",""stims/images/bear.png""]",,,,,4,,,,"[4,0]","[""stims/images/tapir.png"",""stims/images/narwhal.png""]","[""tapir"",""narwhal""]","[""stims/audio/thats_tapir.wav"",""stims/audio/thats_narwhal.wav""]",right,"[""stims/images/narwhal.png"",""stims/images/tapir.png""]","[""stims/audio/thats_narwhal.wav"",""stims/audio/thats_tapir.wav""]","[""narwhal"",""tapir""]",3,,,
coact-grid-choice,189,1012983,0.0-189.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,2140,,,"[""stims/images/narwhal.png"",""stims/images/flamingo.png"",""stims/images/manatee.png"",""stims/images/dog.png"",""stims/images/tapir.png"",""stims/images/koala.png"",""stims/images/alpaca.png"",""stims/images/bear.png""]",,,,,4,,,stims/images/narwhal.png,,,,,right,"[""stims/images/narwhal.png"",""stims/images/tapir.png""]","[""stims/audio/thats_narwhal.wav"",""stims/audio/thats_tapir.wav""]","[""narwhal"",""tapir""]",3,1,stims/audio/thats_tapir.wav,"[""stims/images/tapir.png"",""stims/images/narwhal.png""]"
coact-grid-choice-audio,190,1015991,0.0-190.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,4,,,stims/images/narwhal.png,,,,,right,,,,3,,stims/audio/thats_tapir.wav,
coact-grid,191,1031390,0.0-191.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,14093,,,"[""stims/images/manatee.png"",""stims/images/narwhal.png"",""stims/images/tapir.png"",""stims/images/dog.png"",""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/flamingo.png""]",,,,,4,,,,"[2,0]","[""stims/images/tapir.png"",""stims/images/manatee.png""]","[""tapir"",""manatee""]","[""stims/audio/its_tapir.wav"",""stims/audio/its_manatee.wav""]",left,"[""stims/images/tapir.png"",""stims/images/manatee.png""]","[""stims/audio/its_tapir.wav"",""stims/audio/its_manatee.wav""]","[""tapir"",""manatee""]",4,,,
coact-grid-choice,192,1035996,0.0-192.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,4605,,,"[""stims/images/manatee.png"",""stims/images/narwhal.png"",""stims/images/tapir.png"",""stims/images/dog.png"",""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/flamingo.png""]",,,,,4,,,stims/images/manatee.png,,,,,left,"[""stims/images/tapir.png"",""stims/images/manatee.png""]","[""stims/audio/its_tapir.wav"",""stims/audio/its_manatee.wav""]","[""tapir"",""manatee""]",4,1,stims/audio/its_manatee.wav,"[""stims/images/tapir.png"",""stims/images/manatee.png""]"
coact-grid-choice-audio,193,1039006,0.0-193.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,4,,,stims/images/manatee.png,,,,,left,,,,4,,stims/audio/its_manatee.wav,
coact-grid,194,1046025,0.0-194.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,5714,,,"[""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/tapir.png"",""stims/images/flamingo.png"",""stims/images/bear.png"",""stims/images/manatee.png"",""stims/images/dog.png""]",,,,,4,,,,"[4,0]","[""stims/images/flamingo.png"",""stims/images/alpaca.png""]","[""flamingo"",""alpaca""]","[""stims/audio/its_flamingo.wav"",""stims/audio/its_alpaca.wav""]",left,"[""stims/images/flamingo.png"",""stims/images/alpaca.png""]","[""stims/audio/its_flamingo.wav"",""stims/audio/its_alpaca.wav""]","[""flamingo"",""alpaca""]",5,,,
coact-grid-choice,195,1047603,0.0-195.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1577,,,"[""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/tapir.png"",""stims/images/flamingo.png"",""stims/images/bear.png"",""stims/images/manatee.png"",""stims/images/dog.png""]",,,,,4,,,stims/images/flamingo.png,,,,,left,"[""stims/images/flamingo.png"",""stims/images/alpaca.png""]","[""stims/audio/its_flamingo.wav"",""stims/audio/its_alpaca.wav""]","[""flamingo"",""alpaca""]",5,0,stims/audio/its_flamingo.wav,"[""stims/images/flamingo.png"",""stims/images/alpaca.png""]"
coact-grid-choice-audio,196,1050611,0.0-196.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,3000,,,,,,,,4,,,stims/images/flamingo.png,,,,,left,,,,5,,stims/audio/its_flamingo.wav,
html-button-response,197,1115503,0.0-197.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,64893,,0,,,,,,,,,,,,,,,,,,,,,
coact-test-prompt,198,1149056,0.0-198.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,33553,,,"[""stims/images/duck.png"",""stims/images/cow.png"",""stims/images/wolf.png"",""stims/images/frog.png"",""stims/images/squirrel.png"",""stims/images/horse.png"",""stims/images/cat.png"",""stims/images/butterfly.png""]",wolf,stims/images/wolf.png,familiar,practice_posttest,familiar,,,,,,,,,,,,,,,
coact-test,199,1433460,0.0-199.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1658351.336,,,"[""stims/images/duck.png"",""stims/images/cow.png"",""stims/images/wolf.png"",""stims/images/frog.png"",""stims/images/squirrel.png"",""stims/images/horse.png"",""stims/images/cat.png"",""stims/images/butterfly.png""]",wolf,stims/images/wolf.png,familiar,practice_posttest,familiar,stims/audio/wheres_wolf.wav,2,stims/images/wolf.png,,,,,,,,,,,,
coact-test-prompt,200,1434569,0.0-200.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1107,,,"[""stims/images/tapir.png"",""stims/images/manatee.png"",""stims/images/bear.png"",""stims/images/alpaca.png"",""stims/images/dog.png"",""stims/images/narwhal.png"",""stims/images/koala.png"",""stims/images/flamingo.png""]",flamingo,stims/images/flamingo.png,somewhat familiar,posttest,4,,,,,,,,,,,,,,,
coact-test,201,1436103,0.0-201.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1660709.821,,,"[""stims/images/tapir.png"",""stims/images/manatee.png"",""stims/images/bear.png"",""stims/images/alpaca.png"",""stims/images/dog.png"",""stims/images/narwhal.png"",""stims/images/koala.png"",""stims/images/flamingo.png""]",flamingo,stims/images/flamingo.png,somewhat familiar,posttest,4,stims/audio/wheres_flamingo.wav,2,stims/images/bear.png,,,,,,,,,,,,
coact-test-prompt,202,1436916,0.0-202.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,811,,,"[""stims/images/rabbit.png"",""stims/images/lobster.png"",""stims/images/armadillo.png"",""stims/images/chameleon.png"",""stims/images/jaguar.png"",""stims/images/wombat.png"",""stims/images/turtle.png"",""stims/images/pangolin.png""]",armadillo,stims/images/armadillo.png,somewhat unfamiliar,posttest,3,,,,,,,,,,,,,,,
coact-test,203,1438355,0.0-203.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1662959.472,,,"[""stims/images/rabbit.png"",""stims/images/lobster.png"",""stims/images/armadillo.png"",""stims/images/chameleon.png"",""stims/images/jaguar.png"",""stims/images/wombat.png"",""stims/images/turtle.png"",""stims/images/pangolin.png""]",armadillo,stims/images/armadillo.png,somewhat unfamiliar,posttest,3,stims/audio/wheres_armadillo.wav,2,stims/images/armadillo.png,,,,,,,,,,,,
coact-test-prompt,204,1439197,0.0-204.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,840,,,"[""stims/images/bear.png"",""stims/images/dog.png"",""stims/images/flamingo.png"",""stims/images/koala.png"",""stims/images/tapir.png"",""stims/images/narwhal.png"",""stims/images/manatee.png"",""stims/images/alpaca.png""]",alpaca,stims/images/alpaca.png,somewhat unfamiliar,posttest,4,,,,,,,,,,,,,,,
coact-test,205,1440539,0.0-205.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1665141.192,,,"[""stims/images/bear.png"",""stims/images/dog.png"",""stims/images/flamingo.png"",""stims/images/koala.png"",""stims/images/tapir.png"",""stims/images/narwhal.png"",""stims/images/manatee.png"",""stims/images/alpaca.png""]",alpaca,stims/images/alpaca.png,somewhat unfamiliar,posttest,4,stims/audio/find_alpaca.wav,2,stims/images/flamingo.png,,,,,,,,,,,,
coact-test-prompt,206,1441440,0.0-206.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,899,,,"[""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/lobster.png"",""stims/images/jaguar.png"",""stims/images/rabbit.png"",""stims/images/pangolin.png"",""stims/images/armadillo.png"",""stims/images/turtle.png""]",rabbit,stims/images/rabbit.png,familiar,posttest,3,,,,,,,,,,,,,,,
coact-test,207,1442907,0.0-207.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1667506.949,,,"[""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/lobster.png"",""stims/images/jaguar.png"",""stims/images/rabbit.png"",""stims/images/pangolin.png"",""stims/images/armadillo.png"",""stims/images/turtle.png""]",rabbit,stims/images/rabbit.png,familiar,posttest,3,stims/audio/wheres_rabbit.wav,2,stims/images/lobster.png,,,,,,,,,,,,
coact-test-prompt,208,1453780,0.0-208.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,10872,,,"[""stims/images/turtle.png"",""stims/images/armadillo.png"",""stims/images/pangolin.png"",""stims/images/jaguar.png"",""stims/images/lobster.png"",""stims/images/wombat.png"",""stims/images/rabbit.png"",""stims/images/chameleon.png""]",wombat,stims/images/wombat.png,unfamiliar,posttest,3,,,,,,,,,,,,,,,
coact-test,209,1455021,0.0-209.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1679609.611,,,"[""stims/images/turtle.png"",""stims/images/armadillo.png"",""stims/images/pangolin.png"",""stims/images/jaguar.png"",""stims/images/lobster.png"",""stims/images/wombat.png"",""stims/images/rabbit.png"",""stims/images/chameleon.png""]",wombat,stims/images/wombat.png,unfamiliar,posttest,3,stims/audio/wheres_wombat.wav,2,stims/images/pangolin.png,,,,,,,,,,,,
coact-test-prompt,210,1456273,0.0-210.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1251,,,"[""stims/images/dog.png"",""stims/images/narwhal.png"",""stims/images/koala.png"",""stims/images/flamingo.png"",""stims/images/bear.png"",""stims/images/manatee.png"",""stims/images/alpaca.png"",""stims/images/tapir.png""]",narwhal,stims/images/narwhal.png,unfamiliar,posttest,4,,,,,,,,,,,,,,,
coact-test,211,1457657,0.0-211.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1682242.115,,,"[""stims/images/dog.png"",""stims/images/narwhal.png"",""stims/images/koala.png"",""stims/images/flamingo.png"",""stims/images/bear.png"",""stims/images/manatee.png"",""stims/images/alpaca.png"",""stims/images/tapir.png""]",narwhal,stims/images/narwhal.png,unfamiliar,posttest,4,stims/audio/find_narwhal.wav,2,stims/images/koala.png,,,,,,,,,,,,
coact-test-prompt,212,1458666,0.0-212.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1009,,,"[""stims/images/chameleon.png"",""stims/images/lobster.png"",""stims/images/jaguar.png"",""stims/images/rabbit.png"",""stims/images/wombat.png"",""stims/images/turtle.png"",""stims/images/armadillo.png"",""stims/images/pangolin.png""]",pangolin,stims/images/pangolin.png,unfamiliar,posttest,3,,,,,,,,,,,,,,,
coact-test,213,1459916,0.0-213.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1684499.723,,,"[""stims/images/chameleon.png"",""stims/images/lobster.png"",""stims/images/jaguar.png"",""stims/images/rabbit.png"",""stims/images/wombat.png"",""stims/images/turtle.png"",""stims/images/armadillo.png"",""stims/images/pangolin.png""]",pangolin,stims/images/pangolin.png,unfamiliar,posttest,3,stims/audio/find_pangolin.wav,2,stims/images/jaguar.png,,,,,,,,,,,,
coact-test-prompt,214,1460767,0.0-214.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,851,,,"[""stims/images/bear.png"",""stims/images/koala.png"",""stims/images/manatee.png"",""stims/images/narwhal.png"",""stims/images/alpaca.png"",""stims/images/dog.png"",""stims/images/flamingo.png"",""stims/images/tapir.png""]",bear,stims/images/bear.png,familiar,posttest,4,,,,,,,,,,,,,,,
coact-test,215,1462034,0.0-215.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1686615.621,,,"[""stims/images/bear.png"",""stims/images/koala.png"",""stims/images/manatee.png"",""stims/images/narwhal.png"",""stims/images/alpaca.png"",""stims/images/dog.png"",""stims/images/flamingo.png"",""stims/images/tapir.png""]",bear,stims/images/bear.png,familiar,posttest,4,stims/audio/wheres_bear.wav,2,stims/images/manatee.png,,,,,,,,,,,,
coact-test-prompt,216,1462935,0.0-216.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,900,,,"[""stims/images/rabbit.png"",""stims/images/pangolin.png"",""stims/images/jaguar.png"",""stims/images/wombat.png"",""stims/images/armadillo.png"",""stims/images/chameleon.png"",""stims/images/lobster.png"",""stims/images/turtle.png""]",lobster,stims/images/lobster.png,somewhat familiar,posttest,3,,,,,,,,,,,,,,,
coact-test,217,1464169,0.0-217.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1688747.453,,,"[""stims/images/rabbit.png"",""stims/images/pangolin.png"",""stims/images/jaguar.png"",""stims/images/wombat.png"",""stims/images/armadillo.png"",""stims/images/chameleon.png"",""stims/images/lobster.png"",""stims/images/turtle.png""]",lobster,stims/images/lobster.png,somewhat familiar,posttest,3,stims/audio/find_lobster.wav,2,stims/images/jaguar.png,,,,,,,,,,,,
coact-test-prompt,218,1464928,0.0-218.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,759,,,"[""stims/images/flamingo.png"",""stims/images/tapir.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/alpaca.png"",""stims/images/narwhal.png"",""stims/images/manatee.png"",""stims/images/dog.png""]",dog,stims/images/dog.png,familiar,posttest,4,,,,,,,,,,,,,,,
coact-test,219,1466211,0.0-219.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1690788.459,,,"[""stims/images/flamingo.png"",""stims/images/tapir.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/alpaca.png"",""stims/images/narwhal.png"",""stims/images/manatee.png"",""stims/images/dog.png""]",dog,stims/images/dog.png,familiar,posttest,4,stims/audio/wheres_dog.wav,2,stims/images/koala.png,,,,,,,,,,,,
coact-test-prompt,220,1467088,0.0-220.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,875,,,"[""stims/images/lobster.png"",""stims/images/armadillo.png"",""stims/images/chameleon.png"",""stims/images/rabbit.png"",""stims/images/jaguar.png"",""stims/images/wombat.png"",""stims/images/pangolin.png"",""stims/images/turtle.png""]",jaguar,stims/images/jaguar.png,somewhat familiar,posttest,3,,,,,,,,,,,,,,,
coact-test,221,1468354,0.0-221.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1692929.301,,,"[""stims/images/lobster.png"",""stims/images/armadillo.png"",""stims/images/chameleon.png"",""stims/images/rabbit.png"",""stims/images/jaguar.png"",""stims/images/wombat.png"",""stims/images/pangolin.png"",""stims/images/turtle.png""]",jaguar,stims/images/jaguar.png,somewhat familiar,posttest,3,stims/audio/find_jaguar.wav,2,stims/images/chameleon.png,,,,,,,,,,,,
coact-test-prompt,222,1469147,0.0-222.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,792,,,"[""stims/images/alpaca.png"",""stims/images/dog.png"",""stims/images/flamingo.png"",""stims/images/bear.png"",""stims/images/tapir.png"",""stims/images/narwhal.png"",""stims/images/manatee.png"",""stims/images/koala.png""]",manatee,stims/images/manatee.png,somewhat unfamiliar,posttest,4,,,,,,,,,,,,,,,
coact-test,223,1470423,0.0-223.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1694996.243,,,"[""stims/images/alpaca.png"",""stims/images/dog.png"",""stims/images/flamingo.png"",""stims/images/bear.png"",""stims/images/tapir.png"",""stims/images/narwhal.png"",""stims/images/manatee.png"",""stims/images/koala.png""]",manatee,stims/images/manatee.png,somewhat unfamiliar,posttest,4,stims/audio/find_manatee.wav,2,stims/images/flamingo.png,,,,,,,,,,,,
coact-test-prompt,224,1471315,0.0-224.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,891,,,"[""stims/images/armadillo.png"",""stims/images/lobster.png"",""stims/images/jaguar.png"",""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/turtle.png"",""stims/images/pangolin.png"",""stims/images/rabbit.png""]",chameleon,stims/images/chameleon.png,somewhat unfamiliar,posttest,3,,,,,,,,,,,,,,,
coact-test,225,1472540,0.0-225.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1697111.075,,,"[""stims/images/armadillo.png"",""stims/images/lobster.png"",""stims/images/jaguar.png"",""stims/images/wombat.png"",""stims/images/chameleon.png"",""stims/images/turtle.png"",""stims/images/pangolin.png"",""stims/images/rabbit.png""]",chameleon,stims/images/chameleon.png,somewhat unfamiliar,posttest,3,stims/audio/find_chameleon.wav,2,stims/images/jaguar.png,,,,,,,,,,,,
coact-test-prompt,226,1473317,0.0-226.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,776,,,"[""stims/images/alpaca.png"",""stims/images/flamingo.png"",""stims/images/koala.png"",""stims/images/dog.png"",""stims/images/narwhal.png"",""stims/images/bear.png"",""stims/images/manatee.png"",""stims/images/tapir.png""]",tapir,stims/images/tapir.png,unfamiliar,posttest,4,,,,,,,,,,,,,,,
coact-test,227,1474566,0.0-227.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1699135.072,,,"[""stims/images/alpaca.png"",""stims/images/flamingo.png"",""stims/images/koala.png"",""stims/images/dog.png"",""stims/images/narwhal.png"",""stims/images/bear.png"",""stims/images/manatee.png"",""stims/images/tapir.png""]",tapir,stims/images/tapir.png,unfamiliar,posttest,4,stims/audio/find_tapir.wav,2,stims/images/koala.png,,,,,,,,,,,,
coact-test-prompt,228,1475226,0.0-228.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,659,,,"[""stims/images/tapir.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/dog.png"",""stims/images/koala.png"",""stims/images/flamingo.png"",""stims/images/alpaca.png"",""stims/images/manatee.png""]",koala,stims/images/koala.png,somewhat familiar,posttest,4,,,,,,,,,,,,,,,
coact-test,229,1476459,0.0-229.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1701026.163,,,"[""stims/images/tapir.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/dog.png"",""stims/images/koala.png"",""stims/images/flamingo.png"",""stims/images/alpaca.png"",""stims/images/manatee.png""]",koala,stims/images/koala.png,somewhat familiar,posttest,4,stims/audio/wheres_koala.wav,2,stims/images/narwhal.png,,,,,,,,,,,,
coact-test-prompt,230,1477367,0.0-230.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,907,,,"[""stims/images/chameleon.png"",""stims/images/turtle.png"",""stims/images/jaguar.png"",""stims/images/lobster.png"",""stims/images/wombat.png"",""stims/images/armadillo.png"",""stims/images/pangolin.png"",""stims/images/rabbit.png""]",turtle,stims/images/turtle.png,familiar,posttest,3,,,,,,,,,,,,,,,
coact-test,231,1478585,0.0-231.0,,,"[""active"",""passive"",""passive"",""active""]",,,,,,1703151.021,,,"[""stims/images/chameleon.png"",""stims/images/turtle.png"",""stims/images/jaguar.png"",""stims/images/lobster.png"",""stims/images/wombat.png"",""stims/images/armadillo.png"",""stims/images/pangolin.png"",""stims/images/rabbit.png""]",turtle,stims/images/turtle.png,familiar,posttest,3,stims/audio/wheres_turtle.wav,2,stims/images/jaguar.png,,,,,,,,,,,,
