"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","18","0.0-0.0","p040","","","","","","","","",""
"survey-text","1","8722","0.0-1.0","p040","8695","{""subject"":""p040""}","","","","","","",""
"preload","2","8939","0.0-2.0","p040","","","true","false","[]","[]","[]","",""
"survey-likert","3","177255","0.0-3.0","p040","168298","{""Q0"":5,""Q1"":4,""Q2"":5,""Q3"":5,""Q4"":2,""Q5"":0,""Q6"":0,""Q7"":5,""Q8"":5,""Q9"":4,""Q10"":1,""Q11"":5,""Q12"":5,""Q13"":5,""Q14"":5,""Q15"":1,""Q16"":0,""Q17"":0,""Q18"":1,""Q19"":3,""Q20"":0,""Q21"":5,""Q22"":2,""Q23"":0,""Q24"":5,""Q25"":5,""Q26"":5,""Q27"":5,""Q28"":0,""Q29"":5,""Q30"":3,""Q31"":3,""Q32"":5,""Q33"":0,""Q34"":5,""Q35"":5,""Q36"":2,""Q37"":5,""Q38"":5,""Q39"":4}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""rabbit"",""koala"",""cow"",""pig"",""chameleon"",""echidna"",""narwhal"",""turtle"",""tiger"",""lobster"",""wombat"",""hippopotamus"",""raccoon"",""butterfly"",""bear"",""antelope"",""aardvark"",""tarsier"",""lynx"",""sloth"",""pangolin"",""duck"",""alpaca"",""tapir"",""horse"",""frog"",""dolphin"",""cat"",""cormorant"",""squirrel"",""armadillo"",""flamingo"",""zebra"",""nyala"",""dog"",""elephant"",""manatee"",""wolf"",""jaguar"",""porcupine""]"
