"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","3","0.0-0.0","p101","","","","","","","","",""
"survey-text","1","6968","0.0-1.0","p101","6961","{""subject"":""p101""}","","","","","","",""
"preload","2","7025","0.0-2.0","p101","","","true","false","[]","[]","[]","",""
"survey-likert","3","96925","0.0-3.0","p101","89891","{""Q0"":5,""Q1"":5,""Q2"":5,""Q3"":5,""Q4"":5,""Q5"":5,""Q6"":0,""Q7"":0,""Q8"":3,""Q9"":3,""Q10"":4,""Q11"":0,""Q12"":5,""Q13"":3,""Q14"":5,""Q15"":5,""Q16"":5,""Q17"":1,""Q18"":5,""Q19"":1,""Q20"":3,""Q21"":5,""Q22"":3,""Q23"":5,""Q24"":1,""Q25"":1,""Q26"":5,""Q27"":1,""Q28"":1,""Q29"":"""",""Q30"":2,""Q31"":2,""Q32"":1,""Q33"":1,""Q34"":5,""Q35"":0,""Q36"":1,""Q37"":3,""Q38"":1,""Q39"":3}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""turtle"",""raccoon"",""zebra"",""duck"",""bear"",""pig"",""pangolin"",""cormorant"",""alpaca"",""echidna"",""tiger"",""tarsier"",""horse"",""hippopotamus"",""cow"",""dog"",""cat"",""aardvark"",""squirrel"",""antelope"",""wolf"",""elephant"",""koala"",""butterfly"",""lynx"",""armadillo"",""lobster"",""tapir"",""porcupine"",""frog"",""jaguar"",""flamingo"",""sloth"",""manatee"",""rabbit"",""wombat"",""narwhal"",""dolphin"",""nyala"",""chameleon""]"
