"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","2","0.0-0.0","p100","","","","","","","","",""
"survey-text","1","9387","0.0-1.0","p100","9381","{""subject"":""p100""}","","","","","","",""
"preload","2","9434","0.0-2.0","p100","","","true","false","[]","[]","[]","",""
"survey-likert","3","183654","0.0-3.0","p100","174208","{""Q0"":0,""Q1"":5,""Q2"":3,""Q3"":2,""Q4"":2,""Q5"":0,""Q6"":0,""Q7"":1,""Q8"":5,""Q9"":2,""Q10"":5,""Q11"":3,""Q12"":4,""Q13"":5,""Q14"":5,""Q15"":2,""Q16"":0,""Q17"":5,""Q18"":5,""Q19"":5,""Q20"":0,""Q21"":0,""Q22"":0,""Q23"":3,""Q24"":5,""Q25"":1,""Q26"":5,""Q27"":0,""Q28"":0,""Q29"":5,""Q30"":5,""Q31"":5,""Q32"":4,""Q33"":5,""Q34"":1,""Q35"":5,""Q36"":0,""Q37"":"""",""Q38"":1,""Q39"":1}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""aardvark"",""tiger"",""dolphin"",""lobster"",""porcupine"",""narwhal"",""tarsier"",""antelope"",""butterfly"",""chameleon"",""turtle"",""raccoon"",""wolf"",""squirrel"",""duck"",""flamingo"",""pangolin"",""pig"",""bear"",""zebra"",""alpaca"",""echidna"",""sloth"",""koala"",""dog"",""wombat"",""frog"",""cormorant"",""tapir"",""horse"",""elephant"",""cat"",""hippopotamus"",""cow"",""manatee"",""rabbit"",""nyala"",""armadillo"",""lynx"",""jaguar""]"
