"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","3","0.0-0.0","p108","","","","","","","","",""
"survey-text","1","5114","0.0-1.0","p108","5107.000000000001","{""subject"":""p108""}","","","","","","",""
"preload","2","10355","0.0-2.0","p108","","","true","false","[]","[]","[]","",""
"survey-likert","3","154091","0.0-3.0","p108","143726","{""Q0"":4,""Q1"":0,""Q2"":5,""Q3"":5,""Q4"":5,""Q5"":2,""Q6"":4,""Q7"":4,""Q8"":5,""Q9"":5,""Q10"":3,""Q11"":4,""Q12"":2,""Q13"":5,""Q14"":0,""Q15"":5,""Q16"":0,""Q17"":5,""Q18"":5,""Q19"":5,""Q20"":5,""Q21"":4,""Q22"":5,""Q23"":0,""Q24"":5,""Q25"":0,""Q26"":0,""Q27"":5,""Q28"":0,""Q29"":5,""Q30"":0,""Q31"":5,""Q32"":"""",""Q33"":0,""Q34"":5,""Q35"":3,""Q36"":5,""Q37"":5,""Q38"":5,""Q39"":5}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""porcupine"",""pangolin"",""rabbit"",""squirrel"",""cat"",""alpaca"",""lobster"",""sloth"",""dolphin"",""hippopotamus"",""armadillo"",""narwhal"",""antelope"",""koala"",""nyala"",""manatee"",""echidna"",""elephant"",""horse"",""butterfly"",""frog"",""jaguar"",""flamingo"",""aardvark"",""cow"",""wombat"",""cormorant"",""duck"",""tapir"",""raccoon"",""tarsier"",""bear"",""zebra"",""lynx"",""pig"",""chameleon"",""wolf"",""tiger"",""turtle"",""dog""]"
