"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","8","0.0-0.0","p017","","","","","","","","",""
"survey-text","1","6143","0.0-1.0","p017","6125","{""subject"":""p017""}","","","","","","",""
"preload","2","6314","0.0-2.0","p017","","","true","false","[]","[]","[]","",""
"survey-likert","3","1528052","0.0-3.0","p017","352824","{""Q0"":0,""Q1"":5,""Q2"":1,""Q3"":5,""Q4"":4,""Q5"":5,""Q6"":2,""Q7"":2,""Q8"":5,""Q9"":5,""Q10"":5,""Q11"":3,""Q12"":1,""Q13"":4,""Q14"":5,""Q15"":2,""Q16"":5,""Q17"":5,""Q18"":1,""Q19"":3,""Q20"":1,""Q21"":5,""Q22"":5,""Q23"":2,""Q24"":5,""Q25"":5,""Q26"":5,""Q27"":1,""Q28"":1,""Q29"":5,""Q30"":1,""Q31"":5,""Q32"":5,""Q33"":2,""Q34"":5,""Q35"":5,""Q36"":1,""Q37"":5,""Q38"":5,""Q39"":1}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""sloth"",""frog"",""nyala"",""rabbit"",""hippopotamus"",""horse"",""tapir"",""porcupine"",""flamingo"",""turtle"",""lobster"",""alpaca"",""antelope"",""raccoon"",""zebra"",""manatee"",""bear"",""pig"",""aardvark"",""jaguar"",""armadillo"",""wolf"",""tiger"",""narwhal"",""cat"",""chameleon"",""butterfly"",""tarsier"",""echidna"",""elephant"",""lynx"",""koala"",""duck"",""wombat"",""squirrel"",""dog"",""cormorant"",""dolphin"",""cow"",""pangolin""]"
