"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","3","0.0-0.0","p110","","","","","","","","",""
"survey-text","1","11139","0.0-1.0","p110","11131","{""subject"":""p110""}","","","","","","",""
"preload","2","11194","0.0-2.0","p110","","","true","false","[]","[]","[]","",""
"survey-likert","3","104419","0.0-3.0","p110","93219","{""Q0"":5,""Q1"":5,""Q2"":5,""Q3"":5,""Q4"":0,""Q5"":5,""Q6"":4,""Q7"":5,""Q8"":5,""Q9"":5,""Q10"":0,""Q11"":5,""Q12"":5,""Q13"":5,""Q14"":2,""Q15"":3,""Q16"":2,""Q17"":5,""Q18"":1,""Q19"":5,""Q20"":3,""Q21"":5,""Q22"":5,""Q23"":0,""Q24"":4,""Q25"":0,""Q26"":5,""Q27"":5,""Q28"":5,""Q29"":3,""Q30"":3,""Q31"":5,""Q32"":0,""Q33"":4,""Q34"":5,""Q35"":5,""Q36"":5,""Q37"":5,""Q38"":5,""Q39"":0}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""duck"",""tiger"",""pig"",""elephant"",""echidna"",""koala"",""porcupine"",""dolphin"",""sloth"",""bear"",""pangolin"",""cow"",""butterfly"",""frog"",""lynx"",""narwhal"",""aardvark"",""cat"",""wombat"",""turtle"",""alpaca"",""rabbit"",""jaguar"",""cormorant"",""armadillo"",""nyala"",""hippopotamus"",""raccoon"",""dog"",""manatee"",""chameleon"",""zebra"",""tarsier"",""antelope"",""wolf"",""squirrel"",""lobster"",""flamingo"",""horse"",""tapir""]"
