"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","2","0.0-0.0","p038","","","","","","","","",""
"survey-text","1","7759","0.0-1.0","p038","7753","{""subject"":""p038""}","","","","","","",""
"preload","2","7811","0.0-2.0","p038","","","true","false","[]","[]","[]","",""
"survey-likert","3","125866","0.0-3.0","p038","118052","{""Q0"":5,""Q1"":5,""Q2"":5,""Q3"":5,""Q4"":1,""Q5"":5,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":5,""Q12"":5,""Q13"":1,""Q14"":5,""Q15"":5,""Q16"":5,""Q17"":3,""Q18"":5,""Q19"":5,""Q20"":5,""Q21"":4,""Q22"":5,""Q23"":4,""Q24"":2,""Q25"":3,""Q26"":1,""Q27"":5,""Q28"":5,""Q29"":3,""Q30"":0,""Q31"":0,""Q32"":0,""Q33"":1,""Q34"":0,""Q35"":2,""Q36"":5,""Q37"":5,""Q38"":4,""Q39"":3}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""rabbit"",""hippopotamus"",""tiger"",""pig"",""antelope"",""dolphin"",""aardvark"",""tarsier"",""manatee"",""alpaca"",""cormorant"",""dog"",""elephant"",""nyala"",""raccoon"",""cow"",""frog"",""wolf"",""turtle"",""koala"",""horse"",""flamingo"",""bear"",""sloth"",""chameleon"",""zebra"",""echidna"",""cat"",""duck"",""narwhal"",""lynx"",""wombat"",""pangolin"",""armadillo"",""tapir"",""porcupine"",""butterfly"",""squirrel"",""lobster"",""jaguar""]"
