"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","2","0.0-0.0","p032","","","","","","","","",""
"survey-text","1","3781","0.0-1.0","p032","3775","{""subject"":""p032""}","","","","","","",""
"preload","2","4073","0.0-2.0","p032","","","true","false","[]","[]","[]","",""
"survey-likert","3","163420","0.0-3.0","p032","159333","{""Q0"":5,""Q1"":3,""Q2"":5,""Q3"":5,""Q4"":5,""Q5"":1,""Q6"":1,""Q7"":3,""Q8"":1,""Q9"":3,""Q10"":5,""Q11"":1,""Q12"":1,""Q13"":5,""Q14"":5,""Q15"":5,""Q16"":5,""Q17"":4,""Q18"":4,""Q19"":5,""Q20"":5,""Q21"":5,""Q22"":1,""Q23"":5,""Q24"":5,""Q25"":5,""Q26"":3,""Q27"":4,""Q28"":5,""Q29"":5,""Q30"":5,""Q31"":5,""Q32"":5,""Q33"":5,""Q34"":1,""Q35"":5,""Q36"":3,""Q37"":5,""Q38"":5,""Q39"":5}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""tiger"",""lynx"",""dolphin"",""koala"",""rabbit"",""pangolin"",""nyala"",""armadillo"",""tapir"",""manatee"",""elephant"",""tarsier"",""cormorant"",""bear"",""hippopotamus"",""porcupine"",""wolf"",""sloth"",""chameleon"",""dog"",""squirrel"",""zebra"",""wombat"",""lobster"",""cat"",""raccoon"",""aardvark"",""alpaca"",""horse"",""turtle"",""duck"",""jaguar"",""cow"",""pig"",""echidna"",""frog"",""antelope"",""narwhal"",""butterfly"",""flamingo""]"
