"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","10","0.0-0.0","p113","","","","","","","","",""
"survey-text","1","7491","0.0-1.0","p113","7468","{""subject"":""p113""}","","","","","","",""
"preload","2","8196","0.0-2.0","p113","","","true","false","[]","[]","[]","",""
"survey-likert","3","132064","0.0-3.0","p113","123841","{""Q0"":4,""Q1"":0,""Q2"":5,""Q3"":4,""Q4"":4,""Q5"":5,""Q6"":1,""Q7"":5,""Q8"":5,""Q9"":5,""Q10"":5,""Q11"":0,""Q12"":5,""Q13"":5,""Q14"":1,""Q15"":5,""Q16"":5,""Q17"":5,""Q18"":5,""Q19"":1,""Q20"":5,""Q21"":4,""Q22"":4,""Q23"":0,""Q24"":3,""Q25"":5,""Q26"":3,""Q27"":5,""Q28"":0,""Q29"":0,""Q30"":5,""Q31"":5,""Q32"":1,""Q33"":5,""Q34"":0,""Q35"":5,""Q36"":5,""Q37"":1,""Q38"":5,""Q39"":3}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""alpaca"",""wombat"",""elephant"",""narwhal"",""raccoon"",""tiger"",""armadillo"",""turtle"",""duck"",""cat"",""dolphin"",""tarsier"",""frog"",""hippopotamus"",""antelope"",""squirrel"",""bear"",""jaguar"",""wolf"",""manatee"",""rabbit"",""koala"",""lobster"",""nyala"",""echidna"",""pig"",""porcupine"",""chameleon"",""tapir"",""pangolin"",""horse"",""butterfly"",""lynx"",""cow"",""cormorant"",""zebra"",""dog"",""aardvark"",""flamingo"",""sloth""]"
