"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","7","0.0-0.0","p013","","","","","","","","",""
"survey-text","1","6043","0.0-1.0","p013","6040","{""subject"":""p013""}","","","","","","",""
"preload","2","6063","0.0-2.0","p013","","","true","false","[]","[]","[]","",""
"survey-likert","3","161494","0.0-3.0","p013","155407","{""Q0"":1,""Q1"":5,""Q2"":3,""Q3"":0,""Q4"":1,""Q5"":5,""Q6"":5,""Q7"":4,""Q8"":5,""Q9"":4,""Q10"":1,""Q11"":5,""Q12"":2,""Q13"":4,""Q14"":5,""Q15"":3,""Q16"":0,""Q17"":5,""Q18"":5,""Q19"":0,""Q20"":1,""Q21"":1,""Q22"":5,""Q23"":0,""Q24"":1,""Q25"":5,""Q26"":5,""Q27"":1,""Q28"":5,""Q29"":5,""Q30"":5,""Q31"":5,""Q32"":5,""Q33"":5,""Q34"":5,""Q35"":5,""Q36"":4,""Q37"":5,""Q38"":5,""Q39"":4}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""alpaca"",""porcupine"",""koala"",""cormorant"",""wombat"",""bear"",""zebra"",""armadillo"",""dolphin"",""rabbit"",""lynx"",""duck"",""manatee"",""narwhal"",""pig"",""hippopotamus"",""tarsier"",""tiger"",""dog"",""echidna"",""antelope"",""jaguar"",""elephant"",""nyala"",""aardvark"",""squirrel"",""cat"",""tapir"",""raccoon"",""lobster"",""pangolin"",""horse"",""wolf"",""cow"",""flamingo"",""turtle"",""sloth"",""butterfly"",""frog"",""chameleon""]"
