"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","7","0.0-0.0","p048","","","","","","","","",""
"survey-text","1","7504","0.0-1.0","p048","7479","{""subject"":""p048""}","","","","","","",""
"preload","2","7733","0.0-2.0","p048","","","true","false","[]","[]","[]","",""
"survey-likert","3","171369","0.0-3.0","p048","163620","{""Q0"":5,""Q1"":3,""Q2"":5,""Q3"":5,""Q4"":3,""Q5"":2,""Q6"":2,""Q7"":5,""Q8"":5,""Q9"":5,""Q10"":5,""Q11"":5,""Q12"":5,""Q13"":5,""Q14"":5,""Q15"":5,""Q16"":5,""Q17"":5,""Q18"":5,""Q19"":5,""Q20"":5,""Q21"":5,""Q22"":5,""Q23"":0,""Q24"":0,""Q25"":5,""Q26"":5,""Q27"":3,""Q28"":5,""Q29"":5,""Q30"":5,""Q31"":5,""Q32"":5,""Q33"":5,""Q34"":3,""Q35"":2,""Q36"":5,""Q37"":5,""Q38"":5,""Q39"":5}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""wolf"",""cormorant"",""antelope"",""cat"",""aardvark"",""echidna"",""lynx"",""duck"",""chameleon"",""frog"",""elephant"",""narwhal"",""armadillo"",""cow"",""porcupine"",""raccoon"",""lobster"",""koala"",""horse"",""dolphin"",""bear"",""jaguar"",""alpaca"",""pangolin"",""nyala"",""manatee"",""butterfly"",""tapir"",""rabbit"",""pig"",""hippopotamus"",""dog"",""flamingo"",""sloth"",""wombat"",""tarsier"",""turtle"",""squirrel"",""zebra"",""tiger""]"
