"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","2","0.0-0.0","p088","","","","","","","","",""
"survey-text","1","8097","0.0-1.0","p088","8091","{""subject"":""p088""}","","","","","","",""
"preload","2","8153","0.0-2.0","p088","","","true","false","[]","[]","[]","",""
"survey-likert","3","256470","0.0-3.0","p088","248319.99999999997","{""Q0"":4,""Q1"":1,""Q2"":1,""Q3"":2,""Q4"":4,""Q5"":1,""Q6"":3,""Q7"":2,""Q8"":0,""Q9"":0,""Q10"":3,""Q11"":1,""Q12"":3,""Q13"":1,""Q14"":4,""Q15"":1,""Q16"":5,""Q17"":4,""Q18"":5,""Q19"":1,""Q20"":0,""Q21"":0,""Q22"":0,""Q23"":5,""Q24"":5,""Q25"":0,""Q26"":1,""Q27"":0,""Q28"":0,""Q29"":5,""Q30"":5,""Q31"":5,""Q32"":5,""Q33"":"""",""Q34"":4,""Q35"":1,""Q36"":5,""Q37"":5,""Q38"":0,""Q39"":5}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""bear"",""antelope"",""koala"",""dolphin"",""cow"",""manatee"",""flamingo"",""raccoon"",""narwhal"",""tapir"",""hippopotamus"",""chameleon"",""wolf"",""jaguar"",""tiger"",""pangolin"",""cat"",""pig"",""squirrel"",""sloth"",""nyala"",""cormorant"",""tarsier"",""elephant"",""horse"",""lynx"",""porcupine"",""aardvark"",""echidna"",""dog"",""lobster"",""rabbit"",""frog"",""wombat"",""zebra"",""alpaca"",""turtle"",""duck"",""armadillo"",""butterfly""]"
