"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video"
"pavlovia","0","2","0.0-0.0","","","","","","","",""
"survey-text","1","1773","0.0-1.0","","1764","{""subject"":""""}","","","","",""
"preload","2","37926","0.0-2.0","","","","true","false","[]","[]","[]"
