"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","2","0.0-0.0","p103","","","","","","","","",""
"survey-text","1","6329","0.0-1.0","p103","6323.000000000001","{""subject"":""p103""}","","","","","","",""
"preload","2","6377","0.0-2.0","p103","","","true","false","[]","[]","[]","",""
"survey-likert","3","316520","0.0-3.0","p103","310139","{""Q0"":5,""Q1"":4,""Q2"":0,""Q3"":4,""Q4"":1,""Q5"":5,""Q6"":1,""Q7"":4,""Q8"":5,""Q9"":3,""Q10"":3,""Q11"":4,""Q12"":"""",""Q13"":1,""Q14"":3,""Q15"":5,""Q16"":2,""Q17"":0,""Q18"":1,""Q19"":"""",""Q20"":5,""Q21"":4,""Q22"":5,""Q23"":1,""Q24"":5,""Q25"":1,""Q26"":5,""Q27"":1,""Q28"":5,""Q29"":3,""Q30"":5,""Q31"":1,""Q32"":0,""Q33"":5,""Q34"":0,""Q35"":4,""Q36"":0,""Q37"":4,""Q38"":0,""Q39"":1}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""dog"",""cat"",""pangolin"",""hippopotamus"",""jaguar"",""frog"",""tapir"",""rabbit"",""squirrel"",""wolf"",""porcupine"",""tiger"",""horse"",""alpaca"",""dolphin"",""duck"",""narwhal"",""cormorant"",""nyala"",""flamingo"",""turtle"",""raccoon"",""lobster"",""chameleon"",""bear"",""sloth"",""butterfly"",""armadillo"",""cow"",""manatee"",""pig"",""antelope"",""aardvark"",""elephant"",""wombat"",""koala"",""echidna"",""zebra"",""tarsier"",""lynx""]"
