"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","3","0.0-0.0","p022","","","","","","","","",""
"survey-text","1","3529","0.0-1.0","p022","3524","{""subject"":""p022""}","","","","","","",""
"preload","2","3592","0.0-2.0","p022","","","true","false","[]","[]","[]","",""
"survey-likert","3","166091","0.0-3.0","p022","162498","{""Q0"":5,""Q1"":5,""Q2"":0,""Q3"":0,""Q4"":5,""Q5"":5,""Q6"":5,""Q7"":5,""Q8"":5,""Q9"":5,""Q10"":5,""Q11"":0,""Q12"":5,""Q13"":0,""Q14"":0,""Q15"":3,""Q16"":5,""Q17"":0,""Q18"":5,""Q19"":5,""Q20"":3,""Q21"":5,""Q22"":2,""Q23"":3,""Q24"":3,""Q25"":5,""Q26"":1,""Q27"":0,""Q28"":5,""Q29"":1,""Q30"":3,""Q31"":3,""Q32"":0,""Q33"":5,""Q34"":5,""Q35"":0,""Q36"":4,""Q37"":0,""Q38"":0,""Q39"":0}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""cat"",""pig"",""aardvark"",""wombat"",""frog"",""zebra"",""cow"",""dog"",""alpaca"",""duck"",""tiger"",""pangolin"",""butterfly"",""cormorant"",""lynx"",""narwhal"",""bear"",""chameleon"",""turtle"",""squirrel"",""sloth"",""elephant"",""flamingo"",""raccoon"",""porcupine"",""rabbit"",""jaguar"",""antelope"",""wolf"",""manatee"",""lobster"",""koala"",""tapir"",""horse"",""hippopotamus"",""echidna"",""dolphin"",""nyala"",""armadillo"",""tarsier""]"
