"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","7","0.0-0.0","p051","","","","","","","","",""
"survey-text","1","7821","0.0-1.0","p051","7811","{""subject"":""p051""}","","","","","","",""
"preload","2","8177","0.0-2.0","p051","","","true","false","[]","[]","[]","",""
"survey-likert","3","167469","0.0-3.0","p051","159287","{""Q0"":0,""Q1"":2,""Q2"":5,""Q3"":5,""Q4"":0,""Q5"":5,""Q6"":5,""Q7"":5,""Q8"":5,""Q9"":5,""Q10"":4,""Q11"":2,""Q12"":4,""Q13"":5,""Q14"":5,""Q15"":3,""Q16"":5,""Q17"":1,""Q18"":0,""Q19"":0,""Q20"":5,""Q21"":1,""Q22"":5,""Q23"":5,""Q24"":5,""Q25"":1,""Q26"":5,""Q27"":0,""Q28"":5,""Q29"":1,""Q30"":5,""Q31"":"""",""Q32"":5,""Q33"":0,""Q34"":1,""Q35"":2,""Q36"":1,""Q37"":5,""Q38"":0,""Q39"":3}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""pangolin"",""sloth"",""duck"",""pig"",""tarsier"",""lobster"",""elephant"",""squirrel"",""frog"",""zebra"",""hippopotamus"",""antelope"",""koala"",""cow"",""flamingo"",""jaguar"",""butterfly"",""armadillo"",""nyala"",""tapir"",""cat"",""lynx"",""raccoon"",""dog"",""turtle"",""aardvark"",""wolf"",""echidna"",""rabbit"",""wombat"",""bear"",""horse"",""tiger"",""narwhal"",""manatee"",""chameleon"",""alpaca"",""dolphin"",""cormorant"",""porcupine""]"
