"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","7","0.0-0.0","p106","","","","","","","","",""
"survey-text","1","8719","0.0-1.0","p106","8705","{""subject"":""p106""}","","","","","","",""
"preload","2","8991","0.0-2.0","p106","","","true","false","[]","[]","[]","",""
"survey-likert","3","2318701","0.0-3.0","p106","148383","{""Q0"":4,""Q1"":2,""Q2"":5,""Q3"":5,""Q4"":5,""Q5"":5,""Q6"":2,""Q7"":1,""Q8"":5,""Q9"":3,""Q10"":4,""Q11"":2,""Q12"":5,""Q13"":5,""Q14"":5,""Q15"":1,""Q16"":3,""Q17"":0,""Q18"":0,""Q19"":5,""Q20"":2,""Q21"":5,""Q22"":5,""Q23"":5,""Q24"":5,""Q25"":1,""Q26"":3,""Q27"":5,""Q28"":2,""Q29"":2,""Q30"":0,""Q31"":5,""Q32"":0,""Q33"":3,""Q34"":2,""Q35"":5,""Q36"":0,""Q37"":1,""Q38"":5,""Q39"":2}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""raccoon"",""alpaca"",""dog"",""squirrel"",""frog"",""rabbit"",""sloth"",""tapir"",""zebra"",""porcupine"",""hippopotamus"",""cormorant"",""horse"",""turtle"",""duck"",""lynx"",""koala"",""tarsier"",""wombat"",""tiger"",""manatee"",""pig"",""bear"",""elephant"",""cat"",""antelope"",""narwhal"",""flamingo"",""jaguar"",""pangolin"",""nyala"",""cow"",""echidna"",""wolf"",""armadillo"",""butterfly"",""aardvark"",""chameleon"",""dolphin"",""lobster""]"
