"trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","response","success","timeout","failed_images","failed_audio","failed_video","question_order","words"
"pavlovia","0","8","0.0-0.0","p094","","","","","","","","",""
"survey-text","1","6285","0.0-1.0","p094","6269","{""subject"":""p094""}","","","","","","",""
"preload","2","6617","0.0-2.0","p094","","","true","false","[]","[]","[]","",""
"survey-likert","3","431368","0.0-3.0","p094","424732","{""Q0"":3,""Q1"":0,""Q2"":2,""Q3"":1,""Q4"":3,""Q5"":5,""Q6"":1,""Q7"":"""",""Q8"":1,""Q9"":5,""Q10"":5,""Q11"":0,""Q12"":3,""Q13"":5,""Q14"":4,""Q15"":5,""Q16"":5,""Q17"":5,""Q18"":2,""Q19"":1,""Q20"":5,""Q21"":0,""Q22"":5,""Q23"":1,""Q24"":4,""Q25"":2,""Q26"":5,""Q27"":5,""Q28"":5,""Q29"":4,""Q30"":5,""Q31"":5,""Q32"":5,""Q33"":5,""Q34"":1,""Q35"":5,""Q36"":5,""Q37"":5,""Q38"":0,""Q39"":2}","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[""porcupine"",""echidna"",""lynx"",""cormorant"",""manatee"",""frog"",""aardvark"",""duck"",""wombat"",""horse"",""flamingo"",""tapir"",""sloth"",""bear"",""jaguar"",""turtle"",""pig"",""hippopotamus"",""alpaca"",""antelope"",""dolphin"",""nyala"",""zebra"",""armadillo"",""koala"",""chameleon"",""raccoon"",""cow"",""butterfly"",""lobster"",""wolf"",""cat"",""rabbit"",""dog"",""tarsier"",""squirrel"",""elephant"",""tiger"",""pangolin"",""narwhal""]"
