"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","images","target","target_image","target_type","round_type","set","test_audio","choice","chosen_image","correct","choices","chosen_images","chosen_items","chosen_audio_items","first_choice_location","chosen_images_in_order","chosen_audio_in_order","chosen_items_in_order","condition","sample_num","chosen_index","chosen_audio","central_images"
"pavlovia","0","1","0.0-0.0","p053","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","144","0.0-1.0","p053","1","0","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","17390","0.0-2.0","p053","1","0","","","","","","17245.000000000004","","0","","","","","","","","","","","","","","","","","","","","","","",""
"coact-test-prompt","3","21222","0.0-3.0","p053","1","0","","","","","","3831","","","[""stims/images/cat.png"",""stims/images/wolf.png"",""stims/images/frog.png"",""stims/images/duck.png"",""stims/images/cow.png"",""stims/images/butterfly.png"",""stims/images/squirrel.png"",""stims/images/horse.png""]","wolf","stims/images/wolf.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","4","36413","0.0-4.0","p053","1","0","","","","","","39985.872","","","[""stims/images/cat.png"",""stims/images/wolf.png"",""stims/images/frog.png"",""stims/images/duck.png"",""stims/images/cow.png"",""stims/images/butterfly.png"",""stims/images/squirrel.png"",""stims/images/horse.png""]","wolf","","familiar","practice_pretest","familiar","stims/audio/find_wolf.wav","1","stims/images/wolf.png","1","","","","","","","","","","","","",""
"coact-test-prompt","5","40591","0.0-5.0","p053","1","0","","","","","","4174","","","[""stims/images/cow.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/squirrel.png"",""stims/images/duck.png"",""stims/images/horse.png"",""stims/images/butterfly.png"",""stims/images/wolf.png""]","butterfly","stims/images/butterfly.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","6","44329","0.0-6.0","p053","1","0","","","","","","47878.517333333344","","","[""stims/images/cow.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/squirrel.png"",""stims/images/duck.png"",""stims/images/horse.png"",""stims/images/butterfly.png"",""stims/images/wolf.png""]","butterfly","","familiar","practice_pretest","familiar","stims/audio/wheres_butterfly.wav","6","stims/images/butterfly.png","1","","","","","","","","","","","","",""
"coact-test-prompt","7","48149","0.0-7.0","p053","1","0","","","","","","3814","","","[""stims/images/chameleon.png"",""stims/images/dolphin.png"",""stims/images/hippopotamus.png"",""stims/images/pig.png"",""stims/images/sloth.png"",""stims/images/cormorant.png"",""stims/images/rabbit.png"",""stims/images/narwhal.png""]","narwhal","stims/images/narwhal.png","unfamiliar","pretest","1","","","","","","","","","","","","","","","","",""
"coact-test","8","52841","0.0-8.0","p053","1","0","","","","","","56381.962666666666","","","[""stims/images/chameleon.png"",""stims/images/dolphin.png"",""stims/images/hippopotamus.png"",""stims/images/pig.png"",""stims/images/sloth.png"",""stims/images/cormorant.png"",""stims/images/rabbit.png"",""stims/images/narwhal.png""]","narwhal","","unfamiliar","pretest","1","stims/audio/find_narwhal.wav","7","stims/images/narwhal.png","1","","","","","","","","","","","","",""
"coact-test-prompt","9","55064","0.0-9.0","p053","1","0","","","","","","2221","","","[""stims/images/cormorant.png"",""stims/images/sloth.png"",""stims/images/rabbit.png"",""stims/images/hippopotamus.png"",""stims/images/chameleon.png"",""stims/images/pig.png"",""stims/images/dolphin.png"",""stims/images/narwhal.png""]","hippopotamus","stims/images/hippopotamus.png","somewhat familiar","pretest","1","","","","","","","","","","","","","","","","",""
