"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","images","target","target_image","target_type","round_type","set","test_audio","choice","chosen_image","correct","choices","chosen_images","chosen_items","chosen_audio_items","first_choice_location","chosen_images_in_order","chosen_audio_in_order","chosen_items_in_order","condition","sample_num","chosen_index","chosen_audio","central_images"
"pavlovia","0","3","0.0-0.0","p019","4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","135","0.0-1.0","p019","4","3","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","566","0.0-2.0","p019","4","3","","","","","","430","","0","","","","","","","","","","","","","","","","","","","","","","",""
"coact-test-prompt","3","3679","0.0-3.0","p019","4","3","","","","","","3111","","","[""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/wolf.png"",""stims/images/squirrel.png"",""stims/images/cow.png"",""stims/images/frog.png"",""stims/images/duck.png""]","cat","stims/images/cat.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","4","7179","0.0-4.0","p019","4","3","","","","","","10695.389333333333","","","[""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/wolf.png"",""stims/images/squirrel.png"",""stims/images/cow.png"",""stims/images/frog.png"",""stims/images/duck.png""]","cat","","familiar","practice_pretest","familiar","stims/audio/wheres_cat.wav","0","stims/images/cat.png","1","","","","","","","","","","","","",""
"coact-test-prompt","5","12717","0.0-5.0","p019","4","3","","","","","","5537","","","[""stims/images/duck.png"",""stims/images/horse.png"",""stims/images/frog.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/squirrel.png"",""stims/images/cow.png"",""stims/images/wolf.png""]","squirrel","stims/images/squirrel.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","6","17293","0.0-6.0","p019","4","3","","","","","","20800.357333333333","","","[""stims/images/duck.png"",""stims/images/horse.png"",""stims/images/frog.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/squirrel.png"",""stims/images/cow.png"",""stims/images/wolf.png""]","squirrel","","familiar","practice_pretest","familiar","stims/audio/wheres_squirrel.wav","5","stims/images/squirrel.png","1","","","","","","","","","","","","",""
"coact-test-prompt","7","24585","0.0-7.0","p019","4","3","","","","","","7291","","","[""stims/images/wombat.png"",""stims/images/zebra.png"",""stims/images/koala.png"",""stims/images/antelope.png"",""stims/images/alpaca.png"",""stims/images/porcupine.png"",""stims/images/tarsier.png"",""stims/images/dog.png""]","wombat","stims/images/wombat.png","unfamiliar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","8","33312","0.0-8.0","p019","4","3","","","","","","36807.488","","","[""stims/images/wombat.png"",""stims/images/zebra.png"",""stims/images/koala.png"",""stims/images/antelope.png"",""stims/images/alpaca.png"",""stims/images/porcupine.png"",""stims/images/tarsier.png"",""stims/images/dog.png""]","wombat","","unfamiliar","pretest","4","stims/audio/wheres_wombat.wav","6","stims/images/tarsier.png","0","","","","","","","","","","","","",""
"coact-test-prompt","9","36404","0.0-9.0","p019","4","3","","","","","","3090.0000000000073","","","[""stims/images/dog.png"",""stims/images/porcupine.png"",""stims/images/wombat.png"",""stims/images/antelope.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/zebra.png"",""stims/images/alpaca.png""]","alpaca","stims/images/alpaca.png","somewhat unfamiliar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","10","51006","0.0-10.0","p019","4","3","","","","","","54488.66933333333","","","[""stims/images/dog.png"",""stims/images/porcupine.png"",""stims/images/wombat.png"",""stims/images/antelope.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/zebra.png"",""stims/images/alpaca.png""]","alpaca","","somewhat unfamiliar","pretest","4","stims/audio/find_alpaca.wav","4","stims/images/tarsier.png","0","","","","","","","","","","","","",""
"coact-test-prompt","11","52723","0.0-11.0","p019","4","3","","","","","","1716","","","[""stims/images/zebra.png"",""stims/images/koala.png"",""stims/images/antelope.png"",""stims/images/wombat.png"",""stims/images/tarsier.png"",""stims/images/dog.png"",""stims/images/alpaca.png"",""stims/images/porcupine.png""]","porcupine","stims/images/porcupine.png","somewhat familiar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","12","58578","0.0-12.0","p019","4","3","","","","","","62045.352","","","[""stims/images/zebra.png"",""stims/images/koala.png"",""stims/images/antelope.png"",""stims/images/wombat.png"",""stims/images/tarsier.png"",""stims/images/dog.png"",""stims/images/alpaca.png"",""stims/images/porcupine.png""]","porcupine","","somewhat familiar","pretest","4","stims/audio/wheres_porcupine.wav","7","stims/images/porcupine.png","1","","","","","","","","","","","","",""
"coact-test-prompt","13","61639","0.0-13.0","p019","4","3","","","","","","3060","","","[""stims/images/dog.png"",""stims/images/porcupine.png"",""stims/images/wombat.png"",""stims/images/zebra.png"",""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/antelope.png"",""stims/images/tarsier.png""]","antelope","stims/images/antelope.png","somewhat unfamiliar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","14","71929","0.0-14.0","p019","4","3","","","","","","75386.43733333335","","","[""stims/images/dog.png"",""stims/images/porcupine.png"",""stims/images/wombat.png"",""stims/images/zebra.png"",""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/antelope.png"",""stims/images/tarsier.png""]","antelope","","somewhat unfamiliar","pretest","4","stims/audio/find_antelope.wav","6","stims/images/antelope.png","1","","","","","","","","","","","","",""
"coact-test-prompt","15","78566","0.0-15.0","p019","4","3","","","","","","6635.999999999985","","","[""stims/images/koala.png"",""stims/images/zebra.png"",""stims/images/wombat.png"",""stims/images/antelope.png"",""stims/images/porcupine.png"",""stims/images/tarsier.png"",""stims/images/alpaca.png"",""stims/images/dog.png""]","koala","stims/images/koala.png","somewhat familiar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","16","84896","0.0-16.0","p019","4","3","","","","","","88336.512","","","[""stims/images/koala.png"",""stims/images/zebra.png"",""stims/images/wombat.png"",""stims/images/antelope.png"",""stims/images/porcupine.png"",""stims/images/tarsier.png"",""stims/images/alpaca.png"",""stims/images/dog.png""]","koala","","somewhat familiar","pretest","4","stims/audio/find_koala.wav","0","stims/images/koala.png","1","","","","","","","","","","","","",""
"coact-test-prompt","17","87963","0.0-17.0","p019","4","3","","","","","","3066","","","[""stims/images/zebra.png"",""stims/images/alpaca.png"",""stims/images/tarsier.png"",""stims/images/dog.png"",""stims/images/koala.png"",""stims/images/antelope.png"",""stims/images/porcupine.png"",""stims/images/wombat.png""]","zebra","stims/images/zebra.png","familiar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","18","90757","0.0-18.0","p019","4","3","","","","","","94189.11466666666","","","[""stims/images/zebra.png"",""stims/images/alpaca.png"",""stims/images/tarsier.png"",""stims/images/dog.png"",""stims/images/koala.png"",""stims/images/antelope.png"",""stims/images/porcupine.png"",""stims/images/wombat.png""]","zebra","","familiar","pretest","4","stims/audio/wheres_zebra.wav","0","stims/images/zebra.png","1","","","","","","","","","","","","",""
"coact-test-prompt","19","93135","0.0-19.0","p019","4","3","","","","","","2377","","","[""stims/images/alpaca.png"",""stims/images/zebra.png"",""stims/images/dog.png"",""stims/images/porcupine.png"",""stims/images/antelope.png"",""stims/images/wombat.png"",""stims/images/koala.png"",""stims/images/tarsier.png""]","tarsier","stims/images/tarsier.png","unfamiliar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","20","106211","0.0-20.0","p019","4","3","","","","","","109709.944","","","[""stims/images/alpaca.png"",""stims/images/zebra.png"",""stims/images/dog.png"",""stims/images/porcupine.png"",""stims/images/antelope.png"",""stims/images/wombat.png"",""stims/images/koala.png"",""stims/images/tarsier.png""]","tarsier","","unfamiliar","pretest","4","stims/audio/find_tarsier.wav","0","stims/images/alpaca.png","0","","","","","","","","","","","","",""
"coact-test-prompt","21","107421","0.0-21.0","p019","4","3","","","","","","1209","","","[""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/porcupine.png"",""stims/images/antelope.png"",""stims/images/wombat.png"",""stims/images/zebra.png"",""stims/images/alpaca.png"",""stims/images/dog.png""]","dog","stims/images/dog.png","familiar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","22","110730","0.0-22.0","p019","4","3","","","","","","114214.584","","","[""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/porcupine.png"",""stims/images/antelope.png"",""stims/images/wombat.png"",""stims/images/zebra.png"",""stims/images/alpaca.png"",""stims/images/dog.png""]","dog","","familiar","pretest","4","stims/audio/wheres_dog.wav","7","stims/images/dog.png","1","","","","","","","","","","","","",""
"html-button-response","23","115357","0.0-23.0","p019","4","3","","","","","","4625.999999999985","","0","","","","","","","","","","","","","","","","","","","","","","",""
"coact-grid","24","128838","0.0-24.0","p019","4","3","","","","","","12172","","","[""stims/images/butterfly.png"",""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/wolf.png""]","","","","","familiar","","","","","[7,6]","[""stims/images/wolf.png"",""stims/images/squirrel.png""]","[""wolf"",""squirrel""]","[""stims/audio/thats_wolf.wav"",""stims/audio/thats_squirrel.wav""]","right","[""stims/images/squirrel.png"",""stims/images/wolf.png""]","[""stims/audio/thats_squirrel.wav"",""stims/audio/thats_wolf.wav""]","[""squirrel"",""wolf""]","active","0","","",""
"coact-grid-choice","25","131894","0.0-25.0","p019","4","3","","","","","","3053","","","[""stims/images/butterfly.png"",""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/wolf.png""]","","","","","familiar","","","stims/images/wolf.png","","","[""stims/images/wolf.png"",""stims/images/squirrel.png""]","","","","[""stims/images/squirrel.png"",""stims/images/wolf.png""]","[""stims/audio/thats_squirrel.wav"",""stims/audio/thats_wolf.wav""]","[""squirrel"",""wolf""]","passive","0","1","stims/audio/thats_wolf.wav","[""stims/images/squirrel.png"",""stims/images/wolf.png""]"
"coact-grid-choice-audio","26","134910","0.0-26.0","p019","4","3","","","","","","3000","","","[""stims/images/butterfly.png"",""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/wolf.png""]","","","","","familiar","","","stims/images/wolf.png","","","","","","","","","","passive","0","","stims/audio/thats_wolf.wav","[""stims/images/squirrel.png"",""stims/images/wolf.png""]"
