"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","seed","condition_index","condition_order","condition_vector","condition_name","fam_stims","round_stims","fam_test_index","rt","response"
"pavlovia","0","5","0.0-0.0","p049","init","init","110","18","[2,1,0,3]","[[""active"",""passive""],[""passive"",""active""],[""active"",""active""],[""passive"",""passive""]]","[""active_passive"",""passive_active"",""active_active"",""passive_passive""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""bear"",""item_type"":""familiar""},{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""}],[{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""},{""name"":""turtle"",""item_type"":""familiar""},{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""zebra"",""item_type"":""familiar""}],[{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""flamingo"",""item_type"":""somewhat familiar""},{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""tiger"",""item_type"":""familiar""}],[{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""elephant"",""item_type"":""familiar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""},{""name"":""rabbit"",""item_type"":""familiar""}]]","[[2,3],[1,0],[6,5],[4,7]]","",""
"survey-text","1","6584","0.0-1.0","p049","init","init","110","18","[2,1,0,3]","[[""active"",""passive""],[""passive"",""active""],[""active"",""active""],[""passive"",""passive""]]","[""active_passive"",""passive_active"",""active_active"",""passive_passive""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""bear"",""item_type"":""familiar""},{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""}],[{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""},{""name"":""turtle"",""item_type"":""familiar""},{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""zebra"",""item_type"":""familiar""}],[{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""flamingo"",""item_type"":""somewhat familiar""},{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""tiger"",""item_type"":""familiar""}],[{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""elephant"",""item_type"":""familiar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""},{""name"":""rabbit"",""item_type"":""familiar""}]]","[[2,3],[1,0],[6,5],[4,7]]","6578","{""condition"":""18"",""seed"":""110""}"
