"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","seed","condition_index","condition_order","condition_vector","condition_name","fam_stims","round_stims","fam_test_index","rt","response"
"pavlovia","0","7","0.0-0.0","p020","init","init","113","13","[1,3,2,0]","[[""passive"",""active""],[""passive"",""passive""],[""active"",""passive""],[""active"",""active""]]","[""passive_active"",""passive_passive"",""active_passive"",""active_active""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""},{""name"":""zebra"",""item_type"":""familiar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""},{""name"":""tarsier"",""item_type"":""unfamiliar""}],[{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""flamingo"",""item_type"":""somewhat familiar""},{""name"":""rabbit"",""item_type"":""familiar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""}],[{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""bear"",""item_type"":""familiar""},{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""tiger"",""item_type"":""familiar""},{""name"":""lobster"",""item_type"":""somewhat familiar""}],[{""name"":""elephant"",""item_type"":""familiar""},{""name"":""turtle"",""item_type"":""familiar""},{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""wombat"",""item_type"":""unfamiliar""}]]","[[2,1],[5,0],[4,3],[7,6]]","",""
"survey-text","1","3945","0.0-1.0","p020","init","init","113","13","[1,3,2,0]","[[""passive"",""active""],[""passive"",""passive""],[""active"",""passive""],[""active"",""active""]]","[""passive_active"",""passive_passive"",""active_passive"",""active_active""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""},{""name"":""zebra"",""item_type"":""familiar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""},{""name"":""tarsier"",""item_type"":""unfamiliar""}],[{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""flamingo"",""item_type"":""somewhat familiar""},{""name"":""rabbit"",""item_type"":""familiar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""}],[{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""bear"",""item_type"":""familiar""},{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""tiger"",""item_type"":""familiar""},{""name"":""lobster"",""item_type"":""somewhat familiar""}],[{""name"":""elephant"",""item_type"":""familiar""},{""name"":""turtle"",""item_type"":""familiar""},{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""wombat"",""item_type"":""unfamiliar""}]]","[[2,1],[5,0],[4,3],[7,6]]","3932","{""condition"":""13"",""seed"":""113""}"
