"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","images","target","target_image","target_type","round_type","set","test_audio","choice","chosen_image","correct","choices","chosen_images","chosen_items","chosen_audio_items","first_choice_location","chosen_images_in_order","chosen_audio_in_order","chosen_items_in_order","condition","sample_num","chosen_index","chosen_audio","central_images"
"pavlovia","0","3","0.0-0.0","p057","4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","352","0.0-1.0","p057","4","3","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","1850","0.0-2.0","p057","4","3","","","","","","1497.999999999999","","0","","","","","","","","","","","","","","","","","","","","","","",""
"coact-test-prompt","3","5229","0.0-3.0","p057","4","3","","","","","","3377","","","[""stims/images/wolf.png"",""stims/images/cat.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/frog.png"",""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/cow.png""]","duck","stims/images/duck.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","4","9063","0.0-4.0","p057","4","3","","","","","","14538.077333333335","","","[""stims/images/wolf.png"",""stims/images/cat.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/frog.png"",""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/cow.png""]","duck","","familiar","practice_pretest","familiar","stims/audio/wheres_duck.wav","2","stims/images/duck.png","1","","","","","","","","","","","","",""
"coact-test-prompt","5","10055","0.0-5.0","p057","4","3","","","","","","990.9999999999982","","","[""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/wolf.png"",""stims/images/squirrel.png"",""stims/images/cat.png"",""stims/images/horse.png"",""stims/images/butterfly.png"",""stims/images/frog.png""]","cow","stims/images/cow.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","6","13175","0.0-6.0","p057","4","3","","","","","","18646.250666666667","","","[""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/wolf.png"",""stims/images/squirrel.png"",""stims/images/cat.png"",""stims/images/horse.png"",""stims/images/butterfly.png"",""stims/images/frog.png""]","cow","","familiar","practice_pretest","familiar","stims/audio/wheres_cow.wav","0","stims/images/cow.png","1","","","","","","","","","","","","",""
"coact-test-prompt","7","14149","0.0-7.0","p057","4","3","","","","","","972","","","[""stims/images/alpaca.png"",""stims/images/dolphin.png"",""stims/images/koala.png"",""stims/images/tarsier.png"",""stims/images/narwhal.png"",""stims/images/bear.png"",""stims/images/pig.png"",""stims/images/armadillo.png""]","dolphin","stims/images/dolphin.png","somewhat familiar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","8","17372","0.0-8.0","p057","4","3","","","","","","22839.16","","","[""stims/images/alpaca.png"",""stims/images/dolphin.png"",""stims/images/koala.png"",""stims/images/tarsier.png"",""stims/images/narwhal.png"",""stims/images/bear.png"",""stims/images/pig.png"",""stims/images/armadillo.png""]","dolphin","","somewhat familiar","pretest","4","stims/audio/find_dolphin.wav","4","stims/images/narwhal.png","0","","","","","","","","","","","","",""
"coact-test-prompt","9","19267","0.0-9.0","p057","4","3","","","","","","1893","","","[""stims/images/pig.png"",""stims/images/alpaca.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/armadillo.png"",""stims/images/bear.png"",""stims/images/dolphin.png"",""stims/images/narwhal.png""]","alpaca","stims/images/alpaca.png","somewhat unfamiliar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","10","22457","0.0-10.0","p057","4","3","","","","","","27919.04","","","[""stims/images/pig.png"",""stims/images/alpaca.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/armadillo.png"",""stims/images/bear.png"",""stims/images/dolphin.png"",""stims/images/narwhal.png""]","alpaca","","somewhat unfamiliar","pretest","4","stims/audio/wheres_alpaca.wav","4","stims/images/armadillo.png","0","","","","","","","","","","","","",""
"coact-test-prompt","11","23536","0.0-11.0","p057","4","3","","","","","","1077","","","[""stims/images/armadillo.png"",""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/pig.png"",""stims/images/bear.png"",""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/narwhal.png""]","narwhal","stims/images/narwhal.png","unfamiliar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","12","31643","0.0-12.0","p057","4","3","","","","","","37100.77066666666","","","[""stims/images/armadillo.png"",""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/pig.png"",""stims/images/bear.png"",""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/narwhal.png""]","narwhal","","unfamiliar","pretest","4","stims/audio/find_narwhal.wav","2","stims/images/dolphin.png","0","","","","","","","","","","","","",""
"coact-test-prompt","13","33392","0.0-13.0","p057","4","3","","","","","","1743","","","[""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/pig.png"",""stims/images/tarsier.png"",""stims/images/alpaca.png"",""stims/images/armadillo.png""]","bear","stims/images/bear.png","familiar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","14","36132","0.0-14.0","p057","4","3","","","","","","41580.91466666667","","","[""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/pig.png"",""stims/images/tarsier.png"",""stims/images/alpaca.png"",""stims/images/armadillo.png""]","bear","","familiar","pretest","4","stims/audio/find_bear.wav","3","stims/images/bear.png","1","","","","","","","","","","","","",""
"coact-test-prompt","15","37280","0.0-15.0","p057","4","3","","","","","","1146","","","[""stims/images/dolphin.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/armadillo.png"",""stims/images/alpaca.png"",""stims/images/tarsier.png"",""stims/images/pig.png""]","tarsier","stims/images/tarsier.png","unfamiliar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","16","40710","0.0-16.0","p057","4","3","","","","","","46156.026666666665","","","[""stims/images/dolphin.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/armadillo.png"",""stims/images/alpaca.png"",""stims/images/tarsier.png"",""stims/images/pig.png""]","tarsier","","unfamiliar","pretest","4","stims/audio/wheres_tarsier.wav","6","stims/images/tarsier.png","1","","","","","","","","","","","","",""
"coact-test-prompt","17","41958","0.0-17.0","p057","4","3","","","","","","1246","","","[""stims/images/alpaca.png"",""stims/images/narwhal.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/pig.png"",""stims/images/armadillo.png"",""stims/images/dolphin.png"",""stims/images/bear.png""]","pig","stims/images/pig.png","familiar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","18","45258","0.0-18.0","p057","4","3","","","","","","50699.34933333333","","","[""stims/images/alpaca.png"",""stims/images/narwhal.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/pig.png"",""stims/images/armadillo.png"",""stims/images/dolphin.png"",""stims/images/bear.png""]","pig","","familiar","pretest","4","stims/audio/find_pig.wav","4","stims/images/pig.png","1","","","","","","","","","","","","",""
"coact-test-prompt","19","45632","0.0-19.0","p057","4","3","","","","","","373","","","[""stims/images/dolphin.png"",""stims/images/alpaca.png"",""stims/images/bear.png"",""stims/images/pig.png"",""stims/images/narwhal.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/armadillo.png""]","koala","stims/images/koala.png","somewhat familiar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","20","50052","0.0-20.0","p057","4","3","","","","","","55490.674666666666","","","[""stims/images/dolphin.png"",""stims/images/alpaca.png"",""stims/images/bear.png"",""stims/images/pig.png"",""stims/images/narwhal.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/armadillo.png""]","koala","","somewhat familiar","pretest","4","stims/audio/wheres_koala.wav","6","stims/images/koala.png","1","","","","","","","","","","","","",""
"coact-test-prompt","21","51395","0.0-21.0","p057","4","3","","","","","","1340.9999999999927","","","[""stims/images/narwhal.png"",""stims/images/alpaca.png"",""stims/images/bear.png"",""stims/images/koala.png"",""stims/images/armadillo.png"",""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/pig.png""]","armadillo","stims/images/armadillo.png","somewhat unfamiliar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","22","58400","0.0-22.0","p057","4","3","","","","","","63831.914666666664","","","[""stims/images/narwhal.png"",""stims/images/alpaca.png"",""stims/images/bear.png"",""stims/images/koala.png"",""stims/images/armadillo.png"",""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/pig.png""]","armadillo","","somewhat unfamiliar","pretest","4","stims/audio/wheres_armadillo.wav","4","stims/images/armadillo.png","1","","","","","","","","","","","","",""
"html-button-response","23","76334","0.0-23.0","p057","4","3","","","","","","17933.000000000015","","0","","","","","","","","","","","","","","","","","","","","","","",""
"coact-grid","24","80496","0.0-24.0","p057","4","3","","","","","","2853","","","[""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/wolf.png"",""stims/images/horse.png"",""stims/images/frog.png"",""stims/images/squirrel.png""]","","","","","familiar","","","","","[4,3]","[""stims/images/wolf.png"",""stims/images/cat.png""]","[""wolf"",""cat""]","[""stims/audio/its_wolf.wav"",""stims/audio/its_cat.wav""]","left","[""stims/images/wolf.png"",""stims/images/cat.png""]","[""stims/audio/its_wolf.wav"",""stims/audio/its_cat.wav""]","[""wolf"",""cat""]","passive","0","","",""
"coact-grid-choice","25","82933","0.0-25.0","p057","4","3","","","","","","2434","","","[""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/wolf.png"",""stims/images/horse.png"",""stims/images/frog.png"",""stims/images/squirrel.png""]","","","","","familiar","","","stims/images/cat.png","","","[""stims/images/wolf.png"",""stims/images/cat.png""]","","","","[""stims/images/wolf.png"",""stims/images/cat.png""]","[""stims/audio/its_wolf.wav"",""stims/audio/its_cat.wav""]","[""wolf"",""cat""]","active","0","1","stims/audio/its_cat.wav","[""stims/images/wolf.png"",""stims/images/cat.png""]"
"coact-grid-choice-audio","26","85943","0.0-26.0","p057","4","3","","","","","","3000","","","[""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/wolf.png"",""stims/images/horse.png"",""stims/images/frog.png"",""stims/images/squirrel.png""]","","","","","familiar","","","stims/images/cat.png","","","","","","","","","","active","0","","stims/audio/its_cat.wav","[""stims/images/wolf.png"",""stims/images/cat.png""]"
"coact-grid","27","89154","0.0-27.0","p057","4","3","","","","","","1903","","","[""stims/images/bear.png"",""stims/images/armadillo.png"",""stims/images/tarsier.png"",""stims/images/pig.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/alpaca.png""]","","","","","4","","","","","[7,6]","[""stims/images/alpaca.png"",""stims/images/dolphin.png""]","[""alpaca"",""dolphin""]","[""stims/audio/thats_alpaca.wav"",""stims/audio/thats_dolphin.wav""]","left","[""stims/images/alpaca.png"",""stims/images/dolphin.png""]","[""stims/audio/thats_alpaca.wav"",""stims/audio/thats_dolphin.wav""]","[""alpaca"",""dolphin""]","passive","0","","",""
"coact-grid-choice","28","93188","0.0-28.0","p057","4","3","","","","","","4033","","","[""stims/images/bear.png"",""stims/images/armadillo.png"",""stims/images/tarsier.png"",""stims/images/pig.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/alpaca.png""]","","","","","4","","","stims/images/dolphin.png","","","[""stims/images/alpaca.png"",""stims/images/dolphin.png""]","","","","[""stims/images/alpaca.png"",""stims/images/dolphin.png""]","[""stims/audio/thats_alpaca.wav"",""stims/audio/thats_dolphin.wav""]","[""alpaca"",""dolphin""]","active","0","1","stims/audio/thats_dolphin.wav","[""stims/images/alpaca.png"",""stims/images/dolphin.png""]"
"coact-grid-choice-audio","29","96198","0.0-29.0","p057","4","3","","","","","","3003","","","[""stims/images/bear.png"",""stims/images/armadillo.png"",""stims/images/tarsier.png"",""stims/images/pig.png"",""stims/images/koala.png"",""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/alpaca.png""]","","","","","4","","","stims/images/dolphin.png","","","","","","","","","","active","0","","stims/audio/thats_dolphin.wav","[""stims/images/alpaca.png"",""stims/images/dolphin.png""]"
"coact-grid","30","99170","0.0-30.0","p057","4","3","","","","","","1665","","","[""stims/images/dolphin.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/alpaca.png"",""stims/images/armadillo.png"",""stims/images/tarsier.png"",""stims/images/pig.png""]","","","","","4","","","","","[2,6]","[""stims/images/bear.png"",""stims/images/tarsier.png""]","[""bear"",""tarsier""]","[""stims/audio/thats_bear.wav"",""stims/audio/thats_tarsier.wav""]","right","[""stims/images/tarsier.png"",""stims/images/bear.png""]","[""stims/audio/thats_tarsier.wav"",""stims/audio/thats_bear.wav""]","[""tarsier"",""bear""]","passive","1","","",""
"coact-grid-choice","31","102510","0.0-31.0","p057","4","3","","","","","","3339","","","[""stims/images/dolphin.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/alpaca.png"",""stims/images/armadillo.png"",""stims/images/tarsier.png"",""stims/images/pig.png""]","","","","","4","","","stims/images/bear.png","","","[""stims/images/bear.png"",""stims/images/tarsier.png""]","","","","[""stims/images/tarsier.png"",""stims/images/bear.png""]","[""stims/audio/thats_tarsier.wav"",""stims/audio/thats_bear.wav""]","[""tarsier"",""bear""]","active","1","1","stims/audio/thats_bear.wav","[""stims/images/tarsier.png"",""stims/images/bear.png""]"
"coact-grid-choice-audio","32","105520","0.0-32.0","p057","4","3","","","","","","3003","","","[""stims/images/dolphin.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/alpaca.png"",""stims/images/armadillo.png"",""stims/images/tarsier.png"",""stims/images/pig.png""]","","","","","4","","","stims/images/bear.png","","","","","","","","","","active","1","","stims/audio/thats_bear.wav","[""stims/images/tarsier.png"",""stims/images/bear.png""]"
"coact-grid","33","108766","0.0-33.0","p057","4","3","","","","","","1941","","","[""stims/images/koala.png"",""stims/images/armadillo.png"",""stims/images/pig.png"",""stims/images/tarsier.png"",""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/bear.png"",""stims/images/alpaca.png""]","","","","","4","","","","","[6,4]","[""stims/images/bear.png"",""stims/images/narwhal.png""]","[""bear"",""narwhal""]","[""stims/audio/its_bear.wav"",""stims/audio/its_narwhal.wav""]","right","[""stims/images/narwhal.png"",""stims/images/bear.png""]","[""stims/audio/its_narwhal.wav"",""stims/audio/its_bear.wav""]","[""narwhal"",""bear""]","passive","2","","",""
"coact-grid-choice","34","110365","0.0-34.0","p057","4","3","","","","","","1598.0000000000146","","","[""stims/images/koala.png"",""stims/images/armadillo.png"",""stims/images/pig.png"",""stims/images/tarsier.png"",""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/bear.png"",""stims/images/alpaca.png""]","","","","","4","","","stims/images/narwhal.png","","","[""stims/images/bear.png"",""stims/images/narwhal.png""]","","","","[""stims/images/narwhal.png"",""stims/images/bear.png""]","[""stims/audio/its_narwhal.wav"",""stims/audio/its_bear.wav""]","[""narwhal"",""bear""]","active","2","0","stims/audio/its_narwhal.wav","[""stims/images/narwhal.png"",""stims/images/bear.png""]"
"coact-grid-choice-audio","35","113375","0.0-35.0","p057","4","3","","","","","","3000","","","[""stims/images/koala.png"",""stims/images/armadillo.png"",""stims/images/pig.png"",""stims/images/tarsier.png"",""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/bear.png"",""stims/images/alpaca.png""]","","","","","4","","","stims/images/narwhal.png","","","","","","","","","","active","2","","stims/audio/its_narwhal.wav","[""stims/images/narwhal.png"",""stims/images/bear.png""]"
"coact-grid","36","116913","0.0-36.0","p057","4","3","","","","","","2232","","","[""stims/images/bear.png"",""stims/images/armadillo.png"",""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/pig.png"",""stims/images/alpaca.png""]","","","","","4","","","","","[7,6]","[""stims/images/alpaca.png"",""stims/images/pig.png""]","[""alpaca"",""pig""]","[""stims/audio/thats_alpaca.wav"",""stims/audio/thats_pig.wav""]","right","[""stims/images/pig.png"",""stims/images/alpaca.png""]","[""stims/audio/thats_pig.wav"",""stims/audio/thats_alpaca.wav""]","[""pig"",""alpaca""]","passive","3","","",""
"coact-grid-choice","37","122772","0.0-37.0","p057","4","3","","","","","","5857","","","[""stims/images/bear.png"",""stims/images/armadillo.png"",""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/pig.png"",""stims/images/alpaca.png""]","","","","","4","","","stims/images/alpaca.png","","","[""stims/images/alpaca.png"",""stims/images/pig.png""]","","","","[""stims/images/pig.png"",""stims/images/alpaca.png""]","[""stims/audio/thats_pig.wav"",""stims/audio/thats_alpaca.wav""]","[""pig"",""alpaca""]","active","3","1","stims/audio/thats_alpaca.wav","[""stims/images/pig.png"",""stims/images/alpaca.png""]"
"coact-grid-choice-audio","38","125782","0.0-38.0","p057","4","3","","","","","","3000","","","[""stims/images/bear.png"",""stims/images/armadillo.png"",""stims/images/narwhal.png"",""stims/images/dolphin.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/pig.png"",""stims/images/alpaca.png""]","","","","","4","","","stims/images/alpaca.png","","","","","","","","","","active","3","","stims/audio/thats_alpaca.wav","[""stims/images/pig.png"",""stims/images/alpaca.png""]"
"coact-grid","39","129548","0.0-39.0","p057","4","3","","","","","","2460","","","[""stims/images/pig.png"",""stims/images/armadillo.png"",""stims/images/dolphin.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/alpaca.png"",""stims/images/bear.png"",""stims/images/narwhal.png""]","","","","","4","","","","","[0,1]","[""stims/images/pig.png"",""stims/images/armadillo.png""]","[""pig"",""armadillo""]","[""stims/audio/its_pig.wav"",""stims/audio/its_armadillo.wav""]","left","[""stims/images/pig.png"",""stims/images/armadillo.png""]","[""stims/audio/its_pig.wav"",""stims/audio/its_armadillo.wav""]","[""pig"",""armadillo""]","passive","4","","",""
"coact-grid-choice","40","130910","0.0-40.0","p057","4","3","","","","","","1361","","","[""stims/images/pig.png"",""stims/images/armadillo.png"",""stims/images/dolphin.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/alpaca.png"",""stims/images/bear.png"",""stims/images/narwhal.png""]","","","","","4","","","stims/images/pig.png","","","[""stims/images/pig.png"",""stims/images/armadillo.png""]","","","","[""stims/images/pig.png"",""stims/images/armadillo.png""]","[""stims/audio/its_pig.wav"",""stims/audio/its_armadillo.wav""]","[""pig"",""armadillo""]","active","4","0","stims/audio/its_pig.wav","[""stims/images/pig.png"",""stims/images/armadillo.png""]"
"coact-grid-choice-audio","41","133919","0.0-41.0","p057","4","3","","","","","","3000","","","[""stims/images/pig.png"",""stims/images/armadillo.png"",""stims/images/dolphin.png"",""stims/images/tarsier.png"",""stims/images/koala.png"",""stims/images/alpaca.png"",""stims/images/bear.png"",""stims/images/narwhal.png""]","","","","","4","","","stims/images/pig.png","","","","","","","","","","active","4","","stims/audio/its_pig.wav","[""stims/images/pig.png"",""stims/images/armadillo.png""]"
"coact-grid","42","138317","0.0-42.0","p057","4","3","","","","","","3092","","","[""stims/images/koala.png"",""stims/images/armadillo.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/pig.png"",""stims/images/alpaca.png""]","","","","","4","","","","","[6,4]","[""stims/images/pig.png"",""stims/images/tarsier.png""]","[""pig"",""tarsier""]","[""stims/audio/its_pig.wav"",""stims/audio/its_tarsier.wav""]","left","[""stims/images/pig.png"",""stims/images/tarsier.png""]","[""stims/audio/its_pig.wav"",""stims/audio/its_tarsier.wav""]","[""pig"",""tarsier""]","passive","5","","",""
"coact-grid-choice","43","141983","0.0-43.0","p057","4","3","","","","","","3665.999999999971","","","[""stims/images/koala.png"",""stims/images/armadillo.png"",""stims/images/bear.png"",""stims/images/narwhal.png"",""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/pig.png"",""stims/images/alpaca.png""]","","","","","4","","","stims/images/tarsier.png","","","[""stims/images/pig.png"",""stims/images/tarsier.png""]","","","","[""stims/images/pig.png"",""stims/images/tarsier.png""]","[""stims/audio/its_pig.wav"",""stims/audio/its_tarsier.wav""]","[""pig"",""tarsier""]","active","5","1","stims/audio/its_tarsier.wav","[""stims/images/pig.png"",""stims/images/tarsier.png""]"
