"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","images","target","target_image","target_type","round_type","set","test_audio","choice","chosen_image","correct","choices","chosen_images","chosen_items","chosen_audio_items","first_choice_location","chosen_images_in_order","chosen_audio_in_order","chosen_items_in_order","condition","sample_num","chosen_index","chosen_audio","central_images"
"pavlovia","0","2","0.0-0.0","p106","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","134","0.0-1.0","p106","2","1","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","28988","0.0-2.0","p106","2","1","","","","","","28854","","0","","","","","","","","","","","","","","","","","","","","","","",""
"coact-test-prompt","3","57554","0.0-3.0","p106","2","1","","","","","","28566","","","[""stims/images/frog.png"",""stims/images/squirrel.png"",""stims/images/wolf.png"",""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/cat.png"",""stims/images/cow.png"",""stims/images/duck.png""]","cat","stims/images/cat.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","4","64181","0.0-4.0","p106","2","1","","","","","","69322.53066666667","","","[""stims/images/frog.png"",""stims/images/squirrel.png"",""stims/images/wolf.png"",""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/cat.png"",""stims/images/cow.png"",""stims/images/duck.png""]","cat","","familiar","practice_pretest","familiar","stims/audio/wheres_cat.wav","5","stims/images/cat.png","1","","","","","","","","","","","","",""
"coact-test-prompt","5","132364","0.0-5.0","p106","2","1","","","","","","68186.00000000003","","","[""stims/images/frog.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/wolf.png"",""stims/images/cow.png"",""stims/images/cat.png"",""stims/images/squirrel.png""]","horse","stims/images/horse.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","6","144960","0.0-6.0","p106","2","1","","","","","","150030.72266666667","","","[""stims/images/frog.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/wolf.png"",""stims/images/cow.png"",""stims/images/cat.png"",""stims/images/squirrel.png""]","horse","","familiar","practice_pretest","familiar","stims/audio/find_horse.wav","3","stims/images/horse.png","1","","","","","","","","","","","","",""
"coact-test-prompt","7","187581","0.0-7.0","p106","2","1","","","","","","42622.00000000003","","","[""stims/images/manatee.png"",""stims/images/hippopotamus.png"",""stims/images/rabbit.png"",""stims/images/sloth.png"",""stims/images/echidna.png"",""stims/images/koala.png"",""stims/images/cormorant.png"",""stims/images/bear.png""]","echidna","stims/images/echidna.png","unfamiliar","pretest","2","","","","","","","","","","","","","","","","",""
"coact-test","8","212691","0.0-8.0","p106","2","1","","","","","","217711.50666666665","","","[""stims/images/manatee.png"",""stims/images/hippopotamus.png"",""stims/images/rabbit.png"",""stims/images/sloth.png"",""stims/images/echidna.png"",""stims/images/koala.png"",""stims/images/cormorant.png"",""stims/images/bear.png""]","echidna","","unfamiliar","pretest","2","stims/audio/find_echidna.wav","7","stims/images/bear.png","0","","","","","","","","","","","","",""
"coact-test-prompt","9","216899","0.0-9.0","p106","2","1","","","","","","4206.999999999971","","","[""stims/images/rabbit.png"",""stims/images/sloth.png"",""stims/images/bear.png"",""stims/images/koala.png"",""stims/images/echidna.png"",""stims/images/hippopotamus.png"",""stims/images/cormorant.png"",""stims/images/manatee.png""]","cormorant","stims/images/cormorant.png","unfamiliar","pretest","2","","","","","","","","","","","","","","","","",""
"coact-test","10","221996","0.0-10.0","p106","2","1","","","","","","226987.18933333334","","","[""stims/images/rabbit.png"",""stims/images/sloth.png"",""stims/images/bear.png"",""stims/images/koala.png"",""stims/images/echidna.png"",""stims/images/hippopotamus.png"",""stims/images/cormorant.png"",""stims/images/manatee.png""]","cormorant","","unfamiliar","pretest","2","stims/audio/wheres_cormorant.wav","6","stims/images/cormorant.png","1","","","","","","","","","","","","",""
"coact-test-prompt","11","226940","0.0-11.0","p106","2","1","","","","","","4942","","","[""stims/images/manatee.png"",""stims/images/rabbit.png"",""stims/images/cormorant.png"",""stims/images/sloth.png"",""stims/images/koala.png"",""stims/images/bear.png"",""stims/images/echidna.png"",""stims/images/hippopotamus.png""]","manatee","stims/images/manatee.png","somewhat unfamiliar","pretest","2","","","","","","","","","","","","","","","","",""
