"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","images","target","target_image","target_type","round_type","set","test_audio","choice","chosen_image","correct","choices","chosen_images","chosen_items","chosen_audio_items","first_choice_location","chosen_images_in_order","chosen_audio_in_order","chosen_items_in_order","condition","sample_num","chosen_index","chosen_audio","central_images"
"pavlovia","0","3","0.0-0.0","p038","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","127","0.0-1.0","p038","2","1","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","2795","0.0-2.0","p038","2","1","","","","","","2667","","0","","","","","","","","","","","","","","","","","","","","","","",""
"coact-test-prompt","3","6542","0.0-3.0","p038","2","1","","","","","","3744","","","[""stims/images/duck.png"",""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/cow.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/frog.png"",""stims/images/wolf.png""]","wolf","stims/images/wolf.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","4","11720","0.0-4.0","p038","2","1","","","","","","15595.544","","","[""stims/images/duck.png"",""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/cow.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/frog.png"",""stims/images/wolf.png""]","wolf","","familiar","practice_pretest","familiar","stims/audio/wheres_wolf.wav","7","stims/images/wolf.png","1","","","","","","","","","","","","",""
"coact-test-prompt","5","13871","0.0-5.0","p038","2","1","","","","","","2148","","","[""stims/images/squirrel.png"",""stims/images/frog.png"",""stims/images/duck.png"",""stims/images/cat.png"",""stims/images/cow.png"",""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/wolf.png""]","frog","stims/images/frog.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","6","19515","0.0-6.0","p038","2","1","","","","","","23383.216000000004","","","[""stims/images/squirrel.png"",""stims/images/frog.png"",""stims/images/duck.png"",""stims/images/cat.png"",""stims/images/cow.png"",""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/wolf.png""]","frog","","familiar","practice_pretest","familiar","stims/audio/find_frog.wav","1","stims/images/frog.png","1","","","","","","","","","","","","",""
"coact-test-prompt","7","20749","0.0-7.0","p038","2","1","","","","","","1232.9999999999964","","","[""stims/images/armadillo.png"",""stims/images/porcupine.png"",""stims/images/aardvark.png"",""stims/images/zebra.png"",""stims/images/tapir.png"",""stims/images/tarsier.png"",""stims/images/flamingo.png"",""stims/images/dog.png""]","tarsier","stims/images/tarsier.png","unfamiliar","pretest","2","","","","","","","","","","","","","","","","",""
"coact-test","8","26409","0.0-8.0","p038","2","1","","","","","","30271.338666666667","","","[""stims/images/armadillo.png"",""stims/images/porcupine.png"",""stims/images/aardvark.png"",""stims/images/zebra.png"",""stims/images/tapir.png"",""stims/images/tarsier.png"",""stims/images/flamingo.png"",""stims/images/dog.png""]","tarsier","","unfamiliar","pretest","2","stims/audio/wheres_tarsier.wav","2","stims/images/aardvark.png","0","","","","","","","","","","","","",""
"coact-test-prompt","9","28409","0.0-9.0","p038","2","1","","","","","","1998","","","[""stims/images/tapir.png"",""stims/images/aardvark.png"",""stims/images/tarsier.png"",""stims/images/armadillo.png"",""stims/images/porcupine.png"",""stims/images/flamingo.png"",""stims/images/zebra.png"",""stims/images/dog.png""]","flamingo","stims/images/flamingo.png","somewhat familiar","pretest","2","","","","","","","","","","","","","","","","",""
"coact-test","10","32932","0.0-10.0","p038","2","1","","","","","","36786.68","","","[""stims/images/tapir.png"",""stims/images/aardvark.png"",""stims/images/tarsier.png"",""stims/images/armadillo.png"",""stims/images/porcupine.png"",""stims/images/flamingo.png"",""stims/images/zebra.png"",""stims/images/dog.png""]","flamingo","","somewhat familiar","pretest","2","stims/audio/wheres_flamingo.wav","5","stims/images/flamingo.png","1","","","","","","","","","","","","",""
"coact-test-prompt","11","33748","0.0-11.0","p038","2","1","","","","","","814","","","[""stims/images/armadillo.png"",""stims/images/flamingo.png"",""stims/images/porcupine.png"",""stims/images/zebra.png"",""stims/images/dog.png"",""stims/images/aardvark.png"",""stims/images/tarsier.png"",""stims/images/tapir.png""]","dog","stims/images/dog.png","familiar","pretest","2","","","","","","","","","","","","","","","","",""
"coact-test","12","37207","0.0-12.0","p038","2","1","","","","","","41056.34133333333","","","[""stims/images/armadillo.png"",""stims/images/flamingo.png"",""stims/images/porcupine.png"",""stims/images/zebra.png"",""stims/images/dog.png"",""stims/images/aardvark.png"",""stims/images/tarsier.png"",""stims/images/tapir.png""]","dog","","familiar","pretest","2","stims/audio/find_dog.wav","4","stims/images/dog.png","1","","","","","","","","","","","","",""
"coact-test-prompt","13","37484","0.0-13.0","p038","2","1","","","","","","276","","","[""stims/images/tarsier.png"",""stims/images/tapir.png"",""stims/images/zebra.png"",""stims/images/armadillo.png"",""stims/images/porcupine.png"",""stims/images/aardvark.png"",""stims/images/flamingo.png"",""stims/images/dog.png""]","zebra","stims/images/zebra.png","familiar","pretest","2","","","","","","","","","","","","","","","","",""
"coact-test","14","48505","0.0-14.0","p038","2","1","","","","","","52351.60533333333","","","[""stims/images/tarsier.png"",""stims/images/tapir.png"",""stims/images/zebra.png"",""stims/images/armadillo.png"",""stims/images/porcupine.png"",""stims/images/aardvark.png"",""stims/images/flamingo.png"",""stims/images/dog.png""]","zebra","","familiar","pretest","2","stims/audio/find_zebra.wav","2","stims/images/zebra.png","1","","","","","","","","","","","","",""
"coact-test-prompt","15","50467","0.0-15.0","p038","2","1","","","","","","1960.0000000000073","","","[""stims/images/armadillo.png"",""stims/images/zebra.png"",""stims/images/aardvark.png"",""stims/images/flamingo.png"",""stims/images/tapir.png"",""stims/images/dog.png"",""stims/images/porcupine.png"",""stims/images/tarsier.png""]","aardvark","stims/images/aardvark.png","somewhat unfamiliar","pretest","2","","","","","","","","","","","","","","","","",""
