"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","seed","condition_index","condition_order","condition_vector","condition_name","fam_stims","round_stims","fam_test_index","rt","response"
"pavlovia","0","5","0.0-0.0","p062","init","init","107","7","[1,0,2,3]","[[""passive"",""active""],[""active"",""active""],[""active"",""passive""],[""passive"",""passive""]]","[""passive_active"",""active_active"",""active_passive"",""passive_passive""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""tiger"",""item_type"":""familiar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""elephant"",""item_type"":""familiar""}],[{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""rabbit"",""item_type"":""familiar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""}],[{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""bear"",""item_type"":""familiar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""},{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""zebra"",""item_type"":""familiar""}],[{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""},{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""turtle"",""item_type"":""familiar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""flamingo"",""item_type"":""somewhat familiar""}]]","[[1,6],[5,4],[2,7],[0,3]]","",""
"survey-text","1","6437","0.0-1.0","p062","init","init","107","7","[1,0,2,3]","[[""passive"",""active""],[""active"",""active""],[""active"",""passive""],[""passive"",""passive""]]","[""passive_active"",""active_active"",""active_passive"",""passive_passive""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""tiger"",""item_type"":""familiar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""elephant"",""item_type"":""familiar""}],[{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""rabbit"",""item_type"":""familiar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""}],[{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""bear"",""item_type"":""familiar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""},{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""zebra"",""item_type"":""familiar""}],[{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""},{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""turtle"",""item_type"":""familiar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""flamingo"",""item_type"":""somewhat familiar""}]]","[[1,6],[5,4],[2,7],[0,3]]","6432","{""condition"":""7"",""seed"":""107""}"
