"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","seed","condition_index","condition_order","condition_vector","condition_name","fam_stims","round_stims","fam_test_index","rt","response"
"pavlovia","0","4","0.0-0.0","p043","init","init","104","12","[0,1,3,2]","[[""active"",""active""],[""passive"",""active""],[""passive"",""passive""],[""active"",""passive""]]","[""active_active"",""passive_active"",""passive_passive"",""active_passive""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""elephant"",""item_type"":""familiar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""},{""name"":""turtle"",""item_type"":""familiar""}],[{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""zebra"",""item_type"":""familiar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""}],[{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""bear"",""item_type"":""familiar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""}],[{""name"":""flamingo"",""item_type"":""somewhat familiar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""},{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""rabbit"",""item_type"":""familiar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""tiger"",""item_type"":""familiar""},{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""narwhal"",""item_type"":""unfamiliar""}]]","[[1,7],[6,4],[3,0],[5,2]]","",""
"survey-text","1","5123","0.0-1.0","p043","init","init","104","12","[0,1,3,2]","[[""active"",""active""],[""passive"",""active""],[""passive"",""passive""],[""active"",""passive""]]","[""active_active"",""passive_active"",""passive_passive"",""active_passive""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""elephant"",""item_type"":""familiar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""},{""name"":""turtle"",""item_type"":""familiar""}],[{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""zebra"",""item_type"":""familiar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""}],[{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""bear"",""item_type"":""familiar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""}],[{""name"":""flamingo"",""item_type"":""somewhat familiar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""},{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""rabbit"",""item_type"":""familiar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""tiger"",""item_type"":""familiar""},{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""narwhal"",""item_type"":""unfamiliar""}]]","[[1,7],[6,4],[3,0],[5,2]]","5117","{""condition"":""12"",""seed"":""104""}"
