"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","seed","condition_index","condition_order","condition_vector","condition_name","fam_stims","round_stims","fam_test_index","rt","response"
"pavlovia","0","4","0.0-0.0","p083","init","init","112","4","[0,2,3,1]","[[""active"",""active""],[""active"",""passive""],[""passive"",""passive""],[""passive"",""active""]]","[""active_active"",""active_passive"",""passive_passive"",""passive_active""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""elephant"",""item_type"":""familiar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""},{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""rabbit"",""item_type"":""familiar""}],[{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""turtle"",""item_type"":""familiar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""tiger"",""item_type"":""familiar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""}],[{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""bear"",""item_type"":""familiar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""flamingo"",""item_type"":""somewhat familiar""}],[{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""zebra"",""item_type"":""familiar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""}]]","[[3,4],[7,2],[5,0],[1,6]]","",""
"survey-text","1","4800","0.0-1.0","p083","init","init","112","4","[0,2,3,1]","[[""active"",""active""],[""active"",""passive""],[""passive"",""passive""],[""passive"",""active""]]","[""active_active"",""active_passive"",""passive_passive"",""passive_active""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""elephant"",""item_type"":""familiar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""},{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""rabbit"",""item_type"":""familiar""}],[{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""turtle"",""item_type"":""familiar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""tiger"",""item_type"":""familiar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""}],[{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""bear"",""item_type"":""familiar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""flamingo"",""item_type"":""somewhat familiar""}],[{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""zebra"",""item_type"":""familiar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""}]]","[[3,4],[7,2],[5,0],[1,6]]","4791","{""condition"":""4"",""seed"":""112""}"
