"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","seed","condition_index","condition_order","condition_vector","condition_name","fam_stims","round_stims","fam_test_index","rt","response"
"pavlovia","0","2","0.0-0.0","p026","init","init","103","19","[1,0,3,2]","[[""passive"",""active""],[""active"",""active""],[""passive"",""passive""],[""active"",""passive""]]","[""passive_active"",""active_active"",""passive_passive"",""active_passive""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""zebra"",""item_type"":""familiar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""},{""name"":""elephant"",""item_type"":""familiar""},{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""}],[{""name"":""bear"",""item_type"":""familiar""},{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""rabbit"",""item_type"":""familiar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""echidna"",""item_type"":""unfamiliar""}],[{""name"":""flamingo"",""item_type"":""somewhat familiar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""},{""name"":""tiger"",""item_type"":""familiar""},{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""}],[{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""turtle"",""item_type"":""familiar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""}]]","[[6,2],[1,4],[7,0],[5,3]]","",""
"survey-text","1","8483","0.0-1.0","p026","init","init","103","19","[1,0,3,2]","[[""passive"",""active""],[""active"",""active""],[""passive"",""passive""],[""active"",""passive""]]","[""passive_active"",""active_active"",""passive_passive"",""active_passive""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""zebra"",""item_type"":""familiar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""},{""name"":""elephant"",""item_type"":""familiar""},{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""}],[{""name"":""bear"",""item_type"":""familiar""},{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""rabbit"",""item_type"":""familiar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""echidna"",""item_type"":""unfamiliar""}],[{""name"":""flamingo"",""item_type"":""somewhat familiar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""},{""name"":""tiger"",""item_type"":""familiar""},{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""}],[{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""turtle"",""item_type"":""familiar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""}]]","[[6,2],[1,4],[7,0],[5,3]]","8478.699999988079","{""condition"":""19"",""seed"":""103""}"
