"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","seed","condition_index","condition_order","condition_vector","condition_name","fam_stims","round_stims","fam_test_index","rt","response"
"pavlovia","0","5","0.0-0.0","p101","init","init","114","22","[1,3,0,2]","[[""passive"",""active""],[""passive"",""passive""],[""active"",""active""],[""active"",""passive""]]","[""passive_active"",""passive_passive"",""active_active"",""active_passive""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""dolphin"",""item_type"":""somewhat familiar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""rabbit"",""item_type"":""familiar""},{""name"":""pig"",""item_type"":""familiar""}],[{""name"":""bear"",""item_type"":""familiar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""elephant"",""item_type"":""familiar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""flamingo"",""item_type"":""somewhat familiar""}],[{""name"":""turtle"",""item_type"":""familiar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""},{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""zebra"",""item_type"":""familiar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""}],[{""name"":""tiger"",""item_type"":""familiar""},{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""}]]","[[7,3],[6,1],[0,4],[5,2]]","",""
"survey-text","1","5655","0.0-1.0","p101","init","init","114","22","[1,3,0,2]","[[""passive"",""active""],[""passive"",""passive""],[""active"",""active""],[""active"",""passive""]]","[""passive_active"",""passive_passive"",""active_active"",""active_passive""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""dolphin"",""item_type"":""somewhat familiar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""rabbit"",""item_type"":""familiar""},{""name"":""pig"",""item_type"":""familiar""}],[{""name"":""bear"",""item_type"":""familiar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""elephant"",""item_type"":""familiar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""flamingo"",""item_type"":""somewhat familiar""}],[{""name"":""turtle"",""item_type"":""familiar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""},{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""zebra"",""item_type"":""familiar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""}],[{""name"":""tiger"",""item_type"":""familiar""},{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""dog"",""item_type"":""familiar""},{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""lynx"",""item_type"":""somewhat unfamiliar""},{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""}]]","[[7,3],[6,1],[0,4],[5,2]]","5646.999999999999","{""condition"":""22"",""seed"":""114""}"
