"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","images","target","target_image","target_type","round_type","set","test_audio","choice","chosen_image","correct","choices","chosen_images","chosen_items","chosen_audio_items","first_choice_location","chosen_images_in_order","chosen_audio_in_order","chosen_items_in_order","condition","sample_num","chosen_index","chosen_audio","central_images"
"pavlovia","0","4","0.0-0.0","p097","4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","352","0.0-1.0","p097","4","3","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","39881","0.0-2.0","p097","4","3","","","","","","39530","","0","","","","","","","","","","","","","","","","","","","","","","",""
"coact-test-prompt","3","44781","0.0-3.0","p097","4","3","","","","","","4898.999999999993","","","[""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/wolf.png"",""stims/images/cow.png"",""stims/images/squirrel.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/duck.png""]","horse","stims/images/horse.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","4","51420","0.0-4.0","p097","4","3","","","","","","72219.52533333334","","","[""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/wolf.png"",""stims/images/cow.png"",""stims/images/squirrel.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/duck.png""]","horse","","familiar","practice_pretest","familiar","stims/audio/find_horse.wav","1","stims/images/horse.png","1","","","","","","","","","","","","",""
"coact-test-prompt","5","54211","0.0-5.0","p097","4","3","","","","","","2789","","","[""stims/images/squirrel.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/wolf.png"",""stims/images/cat.png"",""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/horse.png""]","wolf","stims/images/wolf.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","6","58532","0.0-6.0","p097","4","3","","","","","","79323.09066666667","","","[""stims/images/squirrel.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/wolf.png"",""stims/images/cat.png"",""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/horse.png""]","wolf","","familiar","practice_pretest","familiar","stims/audio/find_wolf.wav","3","stims/images/wolf.png","1","","","","","","","","","","","","",""
"coact-test-prompt","7","62757","0.0-7.0","p097","4","3","","","","","","4223.000000000015","","","[""stims/images/armadillo.png"",""stims/images/wombat.png"",""stims/images/porcupine.png"",""stims/images/elephant.png"",""stims/images/dolphin.png"",""stims/images/tapir.png"",""stims/images/rabbit.png"",""stims/images/alpaca.png""]","armadillo","stims/images/armadillo.png","somewhat unfamiliar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","8","66912","0.0-8.0","p097","4","3","","","","","","87694.54666666666","","","[""stims/images/armadillo.png"",""stims/images/wombat.png"",""stims/images/porcupine.png"",""stims/images/elephant.png"",""stims/images/dolphin.png"",""stims/images/tapir.png"",""stims/images/rabbit.png"",""stims/images/alpaca.png""]","armadillo","","somewhat unfamiliar","pretest","4","stims/audio/wheres_armadillo.wav","2","stims/images/porcupine.png","0","","","","","","","","","","","","",""
"coact-test-prompt","9","70797","0.0-9.0","p097","4","3","","","","","","3884","","","[""stims/images/porcupine.png"",""stims/images/elephant.png"",""stims/images/tapir.png"",""stims/images/rabbit.png"",""stims/images/wombat.png"",""stims/images/armadillo.png"",""stims/images/alpaca.png"",""stims/images/dolphin.png""]","elephant","stims/images/elephant.png","familiar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","10","95067","0.0-10.0","p097","4","3","","","","","","115843.50666666667","","","[""stims/images/porcupine.png"",""stims/images/elephant.png"",""stims/images/tapir.png"",""stims/images/rabbit.png"",""stims/images/wombat.png"",""stims/images/armadillo.png"",""stims/images/alpaca.png"",""stims/images/dolphin.png""]","elephant","","familiar","pretest","4","stims/audio/wheres_elephant.wav","1","stims/images/elephant.png","1","","","","","","","","","","","","",""
"coact-test-prompt","11","99738","0.0-11.0","p097","4","3","","","","","","4669","","","[""stims/images/tapir.png"",""stims/images/wombat.png"",""stims/images/rabbit.png"",""stims/images/dolphin.png"",""stims/images/elephant.png"",""stims/images/armadillo.png"",""stims/images/alpaca.png"",""stims/images/porcupine.png""]","dolphin","stims/images/dolphin.png","somewhat familiar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","12","114062","0.0-12.0","p097","4","3","","","","","","134810.56533333333","","","[""stims/images/tapir.png"",""stims/images/wombat.png"",""stims/images/rabbit.png"",""stims/images/dolphin.png"",""stims/images/elephant.png"",""stims/images/armadillo.png"",""stims/images/alpaca.png"",""stims/images/porcupine.png""]","dolphin","","somewhat familiar","pretest","4","stims/audio/find_dolphin.wav","3","stims/images/dolphin.png","1","","","","","","","","","","","","",""
"coact-test-prompt","13","116698","0.0-13.0","p097","4","3","","","","","","2634","","","[""stims/images/porcupine.png"",""stims/images/armadillo.png"",""stims/images/dolphin.png"",""stims/images/elephant.png"",""stims/images/rabbit.png"",""stims/images/tapir.png"",""stims/images/wombat.png"",""stims/images/alpaca.png""]","wombat","stims/images/wombat.png","unfamiliar","pretest","4","","","","","","","","","","","","","","","","",""
"coact-test","14","123802","0.0-14.0","p097","4","3","","","","","","144534.60533333334","","","[""stims/images/porcupine.png"",""stims/images/armadillo.png"",""stims/images/dolphin.png"",""stims/images/elephant.png"",""stims/images/rabbit.png"",""stims/images/tapir.png"",""stims/images/wombat.png"",""stims/images/alpaca.png""]","wombat","","unfamiliar","pretest","4","stims/audio/wheres_wombat.wav","6","stims/images/wombat.png","1","","","","","","","","","","","","",""
"coact-test-prompt","15","134842","0.0-15.0","p097","4","3","","","","","","11039","","","[""stims/images/dolphin.png"",""stims/images/rabbit.png"",""stims/images/elephant.png"",""stims/images/tapir.png"",""stims/images/alpaca.png"",""stims/images/porcupine.png"",""stims/images/wombat.png"",""stims/images/armadillo.png""]","tapir","stims/images/tapir.png","unfamiliar","pretest","4","","","","","","","","","","","","","","","","",""
