"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","images","target","target_image","target_type","round_type","set","test_audio","choice","chosen_image","correct","choices","chosen_images","chosen_items","chosen_audio_items","first_choice_location","chosen_images_in_order","chosen_audio_in_order","chosen_items_in_order","condition","sample_num","chosen_index","chosen_audio","central_images"
"pavlovia","0","3","0.0-0.0","p103","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","123","0.0-1.0","p103","1","0","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","5774","0.0-2.0","p103","1","0","","","","","","5651","","0","","","","","","","","","","","","","","","","","","","","","","",""
"coact-test-prompt","3","11657","0.0-3.0","p103","1","0","","","","","","5881","","","[""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/wolf.png""]","wolf","stims/images/wolf.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","4","17557","0.0-4.0","p103","1","0","","","","","","22095.424","","","[""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/wolf.png""]","wolf","","familiar","practice_pretest","familiar","stims/audio/wheres_wolf.wav","7","stims/images/wolf.png","1","","","","","","","","","","","","",""
"coact-test-prompt","5","20078","0.0-5.0","p103","1","0","","","","","","2517.9999999999964","","","[""stims/images/cow.png"",""stims/images/horse.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/squirrel.png"",""stims/images/wolf.png"",""stims/images/duck.png"",""stims/images/frog.png""]","squirrel","stims/images/squirrel.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","6","23672","0.0-6.0","p103","1","0","","","","","","28208.008","","","[""stims/images/cow.png"",""stims/images/horse.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/squirrel.png"",""stims/images/wolf.png"",""stims/images/duck.png"",""stims/images/frog.png""]","squirrel","","familiar","practice_pretest","familiar","stims/audio/find_squirrel.wav","4","stims/images/squirrel.png","1","","","","","","","","","","","","",""
"coact-test-prompt","7","31592","0.0-7.0","p103","1","0","","","","","","7920","","","[""stims/images/porcupine.png"",""stims/images/chameleon.png"",""stims/images/nyala.png"",""stims/images/flamingo.png"",""stims/images/lynx.png"",""stims/images/elephant.png"",""stims/images/cormorant.png"",""stims/images/zebra.png""]","cormorant","stims/images/cormorant.png","unfamiliar","pretest","1","","","","","","","","","","","","","","","","",""
"coact-test","8","38721","0.0-8.0","p103","1","0","","","","","","43247.49333333333","","","[""stims/images/porcupine.png"",""stims/images/chameleon.png"",""stims/images/nyala.png"",""stims/images/flamingo.png"",""stims/images/lynx.png"",""stims/images/elephant.png"",""stims/images/cormorant.png"",""stims/images/zebra.png""]","cormorant","","unfamiliar","pretest","1","stims/audio/wheres_cormorant.wav","1","stims/images/chameleon.png","0","","","","","","","","","","","","",""
"coact-test-prompt","9","42222","0.0-9.0","p103","1","0","","","","","","3499","","","[""stims/images/chameleon.png"",""stims/images/cormorant.png"",""stims/images/zebra.png"",""stims/images/nyala.png"",""stims/images/flamingo.png"",""stims/images/lynx.png"",""stims/images/elephant.png"",""stims/images/porcupine.png""]","lynx","stims/images/lynx.png","somewhat unfamiliar","pretest","1","","","","","","","","","","","","","","","","",""
