"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","seed","condition_index","condition_order","condition_vector","condition_name","fam_stims","round_stims","fam_test_index","rt","response"
"pavlovia","0","6","0.0-0.0","p111","init","init","108","8","[0,3,1,2]","[[""active"",""active""],[""passive"",""passive""],[""passive"",""active""],[""active"",""passive""]]","[""active_active"",""passive_passive"",""passive_active"",""active_passive""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""rabbit"",""item_type"":""familiar""},{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""lynx"",""item_type"":""somewhat unfamiliar""}],[{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""bear"",""item_type"":""familiar""},{""name"":""turtle"",""item_type"":""familiar""},{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""}],[{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""tiger"",""item_type"":""familiar""},{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""zebra"",""item_type"":""familiar""}],[{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""elephant"",""item_type"":""familiar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""flamingo"",""item_type"":""somewhat familiar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""dog"",""item_type"":""familiar""}]]","[[2,4],[0,5],[6,7],[1,3]]","",""
"survey-text","1","5243","0.0-1.0","p111","init","init","108","8","[0,3,1,2]","[[""active"",""active""],[""passive"",""passive""],[""passive"",""active""],[""active"",""passive""]]","[""active_active"",""passive_passive"",""passive_active"",""active_passive""]","[{""name"":""duck"",""item_type"":""familiar""},{""name"":""cat"",""item_type"":""familiar""},{""name"":""cow"",""item_type"":""familiar""},{""name"":""butterfly"",""item_type"":""familiar""},{""name"":""horse"",""item_type"":""familiar""},{""name"":""frog"",""item_type"":""familiar""},{""name"":""squirrel"",""item_type"":""familiar""},{""name"":""wolf"",""item_type"":""familiar""}]","[[{""name"":""rabbit"",""item_type"":""familiar""},{""name"":""wombat"",""item_type"":""unfamiliar""},{""name"":""porcupine"",""item_type"":""somewhat familiar""},{""name"":""pig"",""item_type"":""familiar""},{""name"":""koala"",""item_type"":""somewhat familiar""},{""name"":""alpaca"",""item_type"":""somewhat unfamiliar""},{""name"":""cormorant"",""item_type"":""unfamiliar""},{""name"":""lynx"",""item_type"":""somewhat unfamiliar""}],[{""name"":""narwhal"",""item_type"":""unfamiliar""},{""name"":""manatee"",""item_type"":""somewhat unfamiliar""},{""name"":""hippopotamus"",""item_type"":""somewhat familiar""},{""name"":""bear"",""item_type"":""familiar""},{""name"":""turtle"",""item_type"":""familiar""},{""name"":""chameleon"",""item_type"":""somewhat unfamiliar""},{""name"":""nyala"",""item_type"":""unfamiliar""},{""name"":""dolphin"",""item_type"":""somewhat familiar""}],[{""name"":""pangolin"",""item_type"":""unfamiliar""},{""name"":""tiger"",""item_type"":""familiar""},{""name"":""echidna"",""item_type"":""unfamiliar""},{""name"":""lobster"",""item_type"":""somewhat familiar""},{""name"":""armadillo"",""item_type"":""somewhat unfamiliar""},{""name"":""antelope"",""item_type"":""somewhat unfamiliar""},{""name"":""raccoon"",""item_type"":""somewhat familiar""},{""name"":""zebra"",""item_type"":""familiar""}],[{""name"":""sloth"",""item_type"":""somewhat unfamiliar""},{""name"":""elephant"",""item_type"":""familiar""},{""name"":""aardvark"",""item_type"":""somewhat unfamiliar""},{""name"":""jaguar"",""item_type"":""somewhat familiar""},{""name"":""tarsier"",""item_type"":""unfamiliar""},{""name"":""flamingo"",""item_type"":""somewhat familiar""},{""name"":""tapir"",""item_type"":""unfamiliar""},{""name"":""dog"",""item_type"":""familiar""}]]","[[2,4],[0,5],[6,7],[1,3]]","5234","{""condition"":""8"",""seed"":""108""}"
