"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","round_name","round_index","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","images","target","target_image","target_type","round_type","set","test_audio","choice","chosen_image","correct","choices","chosen_images","chosen_items","chosen_audio_items","first_choice_location","chosen_images_in_order","chosen_audio_in_order","chosen_items_in_order","condition","sample_num","chosen_index","chosen_audio","central_images"
"pavlovia","0","2","0.0-0.0","p101","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","266","0.0-1.0","p101","3","2","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","2","2732","0.0-2.0","p101","3","2","","","","","","2465.999999999999","","0","","","","","","","","","","","","","","","","","","","","","","",""
"coact-test-prompt","3","7393","0.0-3.0","p101","3","2","","","","","","4660","","","[""stims/images/cow.png"",""stims/images/cat.png"",""stims/images/frog.png"",""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/wolf.png"",""stims/images/duck.png"",""stims/images/butterfly.png""]","duck","stims/images/duck.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","4","14753","0.0-4.0","p101","3","2","","","","","","18529.824","","","[""stims/images/cow.png"",""stims/images/cat.png"",""stims/images/frog.png"",""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/wolf.png"",""stims/images/duck.png"",""stims/images/butterfly.png""]","duck","","familiar","practice_pretest","familiar","stims/audio/find_duck.wav","6","stims/images/duck.png","1","","","","","","","","","","","","",""
"coact-test-prompt","5","17258","0.0-5.0","p101","3","2","","","","","","2504","","","[""stims/images/cow.png"",""stims/images/squirrel.png"",""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/duck.png"",""stims/images/frog.png"",""stims/images/wolf.png"",""stims/images/horse.png""]","horse","stims/images/horse.png","familiar","practice_pretest","familiar","","","","","","","","","","","","","","","","",""
"coact-test","6","35296","0.0-6.0","p101","3","2","","","","","","39062.962666666666","","","[""stims/images/cow.png"",""stims/images/squirrel.png"",""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/duck.png"",""stims/images/frog.png"",""stims/images/wolf.png"",""stims/images/horse.png""]","horse","","familiar","practice_pretest","familiar","stims/audio/find_horse.wav","7","stims/images/horse.png","1","","","","","","","","","","","","",""
"coact-test-prompt","7","37846","0.0-7.0","p101","3","2","","","","","","2549","","","[""stims/images/zebra.png"",""stims/images/tarsier.png"",""stims/images/alpaca.png"",""stims/images/aardvark.png"",""stims/images/jaguar.png"",""stims/images/porcupine.png"",""stims/images/wombat.png"",""stims/images/turtle.png""]","wombat","stims/images/wombat.png","unfamiliar","pretest","3","","","","","","","","","","","","","","","","",""
"coact-test","8","47654","0.0-8.0","p101","3","2","","","","","","51400.376","","","[""stims/images/zebra.png"",""stims/images/tarsier.png"",""stims/images/alpaca.png"",""stims/images/aardvark.png"",""stims/images/jaguar.png"",""stims/images/porcupine.png"",""stims/images/wombat.png"",""stims/images/turtle.png""]","wombat","","unfamiliar","pretest","3","stims/audio/wheres_wombat.wav","3","stims/images/aardvark.png","0","","","","","","","","","","","","",""
"coact-test-prompt","9","82425","0.0-9.0","p101","3","2","","","","","","34770","","","[""stims/images/tarsier.png"",""stims/images/zebra.png"",""stims/images/turtle.png"",""stims/images/aardvark.png"",""stims/images/porcupine.png"",""stims/images/wombat.png"",""stims/images/jaguar.png"",""stims/images/alpaca.png""]","zebra","stims/images/zebra.png","familiar","pretest","3","","","","","","","","","","","","","","","","",""
