trial_type,trial_index,time_elapsed,internal_node_id,subject_id,round_name,round_index,success,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,images,target,target_word,target_image,target_type,round_type,set,test_audio,choice,chosen_image,correct,correct_helper,choices,chosen_images,chosen_items,chosen_audio_items,first_choice_location,chosen_images_in_order,chosen_audio_in_order,chosen_items_in_order,condition,sample_num,chosen_index,chosen_audio,central_images,seed,condition_index,condition_order,condition_vector,condition_name,fam_stims,round_stims,fam_test_index,subject,cur_target,cur_target_image,cur_target_type,familiar_classification,image,source,editing_needed,good_pic,aoa,AoAtestbased,use.,notes,version1,X,X.1,X.2,aoa_adj,chosen_word,familiar_classification_grid,image_grid,source_grid,editing_needed_grid,good_pic_grid,aoa_grid,AoAtestbased_grid,use._grid,notes_grid,version1_grid,X_grid,X.1_grid,X.2_grid,aoa_adj_grid
coact-test,63,186112,0.0-63.0,p004,2,1,NA,NA,NA,NA,NA,190487.672,NA,NA,"[""stims/images/dolphin.png"",""stims/images/bear.png"",""stims/images/raccoon.png"",""stims/images/rabbit.png"",""stims/images/narwhal.png"",""stims/images/wombat.png"",""stims/images/sloth.png"",""stims/images/manatee.png""]",sloth,sloth,NA,somewhat unfamiliar,posttest,2,stims/audio/wheres_sloth.wav,6,stims/images/sloth.png,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat_unfamiliar,sloth.jpg,chen,y,,8.37,12,,,y,NA,NA,,8.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,65,189914,0.0-65.0,p004,2,1,NA,NA,NA,NA,NA,194283.328,NA,NA,"[""stims/images/dolphin.png"",""stims/images/raccoon.png"",""stims/images/bear.png"",""stims/images/manatee.png"",""stims/images/wombat.png"",""stims/images/sloth.png"",""stims/images/narwhal.png"",""stims/images/rabbit.png""]",manatee,manatee,NA,somewhat unfamiliar,posttest,2,stims/audio/find_manatee.wav,3,stims/images/manatee.png,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat_unfamiliar,manatee.jpg,Moreno,y,,10.56,14,,,y,NA,NA,,10.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,4,7662,0.0-4.0,p004,3,2,NA,NA,NA,NA,NA,11838.045333333333,NA,NA,"[""stims/images/butterfly.png"",""stims/images/frog.png"",""stims/images/wolf.png"",""stims/images/cat.png"",""stims/images/horse.png"",""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/squirrel.png""]",frog,frog,NA,familiar,practice_pretest,familiar,stims/audio/find_frog.wav,1,stims/images/frog.png,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,familiar,frog.png,CARE,n,,4.32,2,,,fam,NA,NA,,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,6,13992,0.0-6.0,p004,3,2,NA,NA,NA,NA,NA,18163.485333333334,NA,NA,"[""stims/images/frog.png"",""stims/images/wolf.png"",""stims/images/horse.png"",""stims/images/cat.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/butterfly.png"",""stims/images/cow.png""]",duck,duck,NA,familiar,practice_pretest,familiar,stims/audio/wheres_duck.wav,4,stims/images/duck.png,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,familiar,duck.png,MEM,n,,3.5,2,,,fam,NA,8,familiar_exp,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,8,21630,0.0-8.0,p004,3,2,NA,NA,NA,NA,NA,25795.962666666666,NA,NA,"[""stims/images/alpaca.png"",""stims/images/tiger.png"",""stims/images/jaguar.png"",""stims/images/antelope.png"",""stims/images/pangolin.png"",""stims/images/koala.png"",""stims/images/dog.png"",""stims/images/tarsier.png""]",koala,koala,NA,somewhat familiar,pretest,3,stims/audio/wheres_koala.wav,5,stims/images/koala.png,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat_familiar,koala.jpg,dimy,y,,6,10,,,y,NA,NA,,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,10,28710,0.0-10.0,p004,3,2,NA,NA,NA,NA,NA,32867.23466666666,NA,NA,"[""stims/images/dog.png"",""stims/images/tarsier.png"",""stims/images/pangolin.png"",""stims/images/koala.png"",""stims/images/tiger.png"",""stims/images/jaguar.png"",""stims/images/antelope.png"",""stims/images/alpaca.png""]",antelope,antelope,NA,somewhat unfamiliar,pretest,3,stims/audio/wheres_antelope.wav,6,stims/images/antelope.png,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat_unfamiliar,antelope.png,BOSS,n,,8.39,4,,,y,NA,NA,,8.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,12,35306,0.0-12.0,p004,3,2,NA,NA,NA,NA,NA,39457.28,NA,NA,"[""stims/images/alpaca.png"",""stims/images/pangolin.png"",""stims/images/antelope.png"",""stims/images/tarsier.png"",""stims/images/dog.png"",""stims/images/koala.png"",""stims/images/jaguar.png"",""stims/images/tiger.png""]",pangolin,pangolin,NA,unfamiliar,pretest,3,stims/audio/wheres_pangolin.wav,3,stims/images/tarsier.png,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unfamiliar,pangolin.jpg,dimy,n,,NA,13,,,y,NA,NA,,14.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,14,42744,0.0-14.0,p004,3,2,NA,NA,NA,NA,NA,46886.34133333333,NA,NA,"[""stims/images/koala.png"",""stims/images/alpaca.png"",""stims/images/antelope.png"",""stims/images/jaguar.png"",""stims/images/pangolin.png"",""stims/images/tiger.png"",""stims/images/tarsier.png"",""stims/images/dog.png""]",tarsier,tarsier,NA,unfamiliar,pretest,3,stims/audio/find_tarsier.wav,1,stims/images/alpaca.png,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unfamiliar,tarsier.jpeg,Wikimedia,y,,NA,NA,,,y,NA,NA,,14.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,16,49249,0.0-16.0,p004,3,2,NA,NA,NA,NA,NA,53385.296,NA,NA,"[""stims/images/pangolin.png"",""stims/images/dog.png"",""stims/images/koala.png"",""stims/images/alpaca.png"",""stims/images/jaguar.png"",""stims/images/tiger.png"",""stims/images/antelope.png"",""stims/images/tarsier.png""]",alpaca,alpaca,NA,somewhat unfamiliar,pretest,3,stims/audio/find_alpaca.wav,3,stims/images/alpaca.png,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat_unfamiliar,alpaca.jpg,dimy,y,,10.81,12,,,y,NA,NA,,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,18,54670,0.0-18.0,p004,3,2,NA,NA,NA,NA,NA,58799.69600000001,NA,NA,"[""stims/images/dog.png"",""stims/images/tarsier.png"",""stims/images/alpaca.png"",""stims/images/koala.png"",""stims/images/tiger.png"",""stims/images/antelope.png"",""stims/images/pangolin.png"",""stims/images/jaguar.png""]",jaguar,jaguar,NA,somewhat familiar,pretest,3,stims/audio/find_jaguar.wav,7,stims/images/jaguar.png,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat_familiar,jaguar.png,BOSS,n,,7.78,4,,,y,NA,NA,,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,20,60289,0.0-20.0,p004,3,2,NA,NA,NA,NA,NA,64413.74933333334,NA,NA,"[""stims/images/tarsier.png"",""stims/images/tiger.png"",""stims/images/pangolin.png"",""stims/images/dog.png"",""stims/images/antelope.png"",""stims/images/koala.png"",""stims/images/jaguar.png"",""stims/images/alpaca.png""]",tiger,tiger,NA,familiar,pretest,3,stims/audio/find_tiger.wav,6,stims/images/jaguar.png,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,familiar,tiger.png,BOSS,n,,4,2,,,y,NA,NA,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-test,22,66219,0.0-22.0,p004,3,2,NA,NA,NA,NA,NA,70336.07466666667,NA,NA,"[""stims/images/alpaca.png"",""stims/images/tiger.png"",""stims/images/koala.png"",""stims/images/dog.png"",""stims/images/jaguar.png"",""stims/images/tarsier.png"",""stims/images/pangolin.png"",""stims/images/antelope.png""]",dog,dog,NA,familiar,pretest,3,stims/audio/wheres_dog.wav,3,stims/images/dog.png,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,familiar,dog.png,CATegories,n,,2.8,2,,,y,NA,NA,,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid,24,89323,0.0-24.0,p004,3,2,NA,NA,NA,NA,NA,21478.000000000015,NA,NA,"[""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/horse.png"",""stims/images/duck.png"",""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/wolf.png"",""stims/images/squirrel.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,NA,NA,NA,"[2,0]","[""stims/images/horse.png"",""stims/images/frog.png""]","[""horse"",""frog""]","[""stims/audio/its_horse.wav"",""stims/audio/its_frog.wav""]",left,"[""stims/images/horse.png"",""stims/images/frog.png""]","[""stims/audio/its_horse.wav"",""stims/audio/its_frog.wav""]","[""horse"",""frog""]",active,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,25,91637,0.0-25.0,p004,3,2,NA,NA,NA,NA,NA,2312,NA,NA,"[""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/horse.png"",""stims/images/duck.png"",""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/wolf.png"",""stims/images/squirrel.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,stims/images/horse.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/horse.png"",""stims/images/frog.png""]","[""stims/audio/its_horse.wav"",""stims/audio/its_frog.wav""]","[""horse"",""frog""]",passive,0,0,stims/audio/its_horse.wav,"[""stims/images/horse.png"",""stims/images/frog.png""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,horse,familiar,horse.png,BOSS,n,,4.15,2,,,fam,NA,0,unfamiliar,4.15
coact-grid-choice-audio,26,94650,0.0-26.0,p004,3,2,NA,NA,NA,NA,NA,3003,NA,NA,"[""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/horse.png"",""stims/images/duck.png"",""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/wolf.png"",""stims/images/squirrel.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,stims/images/horse.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,passive,0,NA,stims/audio/its_horse.wav,"[""stims/images/horse.png"",""stims/images/frog.png""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,horse,familiar,horse.png,BOSS,n,,4.15,2,,,fam,NA,0,unfamiliar,4.15
coact-grid,27,100354,0.0-27.0,p004,3,2,NA,NA,NA,NA,NA,4395,NA,NA,"[""stims/images/jaguar.png"",""stims/images/alpaca.png"",""stims/images/tarsier.png"",""stims/images/antelope.png"",""stims/images/tiger.png"",""stims/images/pangolin.png"",""stims/images/koala.png"",""stims/images/dog.png""]",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"[1,2]","[""stims/images/alpaca.png"",""stims/images/tarsier.png""]","[""alpaca"",""tarsier""]","[""stims/audio/its_alpaca.wav"",""stims/audio/its_tarsier.wav""]",left,"[""stims/images/alpaca.png"",""stims/images/tarsier.png""]","[""stims/audio/its_alpaca.wav"",""stims/audio/its_tarsier.wav""]","[""alpaca"",""tarsier""]",active,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,28,102193,0.0-28.0,p004,3,2,NA,NA,NA,NA,NA,1837,NA,NA,"[""stims/images/jaguar.png"",""stims/images/alpaca.png"",""stims/images/tarsier.png"",""stims/images/antelope.png"",""stims/images/tiger.png"",""stims/images/pangolin.png"",""stims/images/koala.png"",""stims/images/dog.png""]",NA,NA,NA,NA,NA,3,NA,NA,stims/images/tarsier.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/alpaca.png"",""stims/images/tarsier.png""]","[""stims/audio/its_alpaca.wav"",""stims/audio/its_tarsier.wav""]","[""alpaca"",""tarsier""]",passive,0,1,stims/audio/its_tarsier.wav,"[""stims/images/alpaca.png"",""stims/images/tarsier.png""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tarsier,unfamiliar,tarsier.jpeg,Wikimedia,y,,NA,NA,,,y,NA,NA,,14.22
coact-grid-choice-audio,29,105202,0.0-29.0,p004,3,2,NA,NA,NA,NA,NA,3003,NA,NA,"[""stims/images/jaguar.png"",""stims/images/alpaca.png"",""stims/images/tarsier.png"",""stims/images/antelope.png"",""stims/images/tiger.png"",""stims/images/pangolin.png"",""stims/images/koala.png"",""stims/images/dog.png""]",NA,NA,NA,NA,NA,3,NA,NA,stims/images/tarsier.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,passive,0,NA,stims/audio/its_tarsier.wav,"[""stims/images/alpaca.png"",""stims/images/tarsier.png""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tarsier,unfamiliar,tarsier.jpeg,Wikimedia,y,,NA,NA,,,y,NA,NA,,14.22
coact-grid,30,109993,0.0-30.0,p004,3,2,NA,NA,NA,NA,NA,3483,NA,NA,"[""stims/images/dog.png"",""stims/images/tiger.png"",""stims/images/koala.png"",""stims/images/alpaca.png"",""stims/images/jaguar.png"",""stims/images/pangolin.png"",""stims/images/antelope.png"",""stims/images/tarsier.png""]",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"[3,5]","[""stims/images/alpaca.png"",""stims/images/pangolin.png""]","[""alpaca"",""pangolin""]","[""stims/audio/its_alpaca.wav"",""stims/audio/its_pangolin.wav""]",right,"[""stims/images/pangolin.png"",""stims/images/alpaca.png""]","[""stims/audio/its_pangolin.wav"",""stims/audio/its_alpaca.wav""]","[""pangolin"",""alpaca""]",active,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,31,111149,0.0-31.0,p004,3,2,NA,NA,NA,NA,NA,1154,NA,NA,"[""stims/images/dog.png"",""stims/images/tiger.png"",""stims/images/koala.png"",""stims/images/alpaca.png"",""stims/images/jaguar.png"",""stims/images/pangolin.png"",""stims/images/antelope.png"",""stims/images/tarsier.png""]",NA,NA,NA,NA,NA,3,NA,NA,stims/images/pangolin.png,NA,NA,NA,NA,NA,NA,right,"[""stims/images/pangolin.png"",""stims/images/alpaca.png""]","[""stims/audio/its_pangolin.wav"",""stims/audio/its_alpaca.wav""]","[""pangolin"",""alpaca""]",passive,1,1,stims/audio/its_alpaca.wav,"[""stims/images/alpaca.png"",""stims/images/pangolin.png""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alpaca,somewhat_unfamiliar,alpaca.jpg,dimy,y,,10.81,12,,,y,NA,NA,,10.81
coact-grid-choice-audio,32,114159,0.0-32.0,p004,3,2,NA,NA,NA,NA,NA,3000,NA,NA,"[""stims/images/dog.png"",""stims/images/tiger.png"",""stims/images/koala.png"",""stims/images/alpaca.png"",""stims/images/jaguar.png"",""stims/images/pangolin.png"",""stims/images/antelope.png"",""stims/images/tarsier.png""]",NA,NA,NA,NA,NA,3,NA,NA,stims/images/pangolin.png,NA,NA,NA,NA,NA,NA,right,NA,NA,NA,passive,1,NA,stims/audio/its_alpaca.wav,"[""stims/images/alpaca.png"",""stims/images/pangolin.png""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alpaca,somewhat_unfamiliar,alpaca.jpg,dimy,y,,10.81,12,,,y,NA,NA,,10.81
coact-grid,33,119566,0.0-33.0,p004,3,2,NA,NA,NA,NA,NA,4097.999999999985,NA,NA,"[""stims/images/koala.png"",""stims/images/pangolin.png"",""stims/images/alpaca.png"",""stims/images/jaguar.png"",""stims/images/dog.png"",""stims/images/antelope.png"",""stims/images/tarsier.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"[1,5]","[""stims/images/pangolin.png"",""stims/images/antelope.png""]","[""pangolin"",""antelope""]","[""stims/audio/thats_pangolin.wav"",""stims/audio/thats_antelope.wav""]",right,"[""stims/images/antelope.png"",""stims/images/pangolin.png""]","[""stims/audio/thats_antelope.wav"",""stims/audio/thats_pangolin.wav""]","[""antelope"",""pangolin""]",active,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,34,120622,0.0-34.0,p004,3,2,NA,NA,NA,NA,NA,1054,NA,NA,"[""stims/images/koala.png"",""stims/images/pangolin.png"",""stims/images/alpaca.png"",""stims/images/jaguar.png"",""stims/images/dog.png"",""stims/images/antelope.png"",""stims/images/tarsier.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,3,NA,NA,stims/images/antelope.png,NA,NA,NA,NA,NA,NA,right,"[""stims/images/antelope.png"",""stims/images/pangolin.png""]","[""stims/audio/thats_antelope.wav"",""stims/audio/thats_pangolin.wav""]","[""antelope"",""pangolin""]",passive,2,1,stims/audio/thats_pangolin.wav,"[""stims/images/pangolin.png"",""stims/images/antelope.png""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pangolin,unfamiliar,pangolin.jpg,dimy,n,,NA,13,,,y,NA,NA,,14.22
coact-grid-choice-audio,35,123631,0.0-35.0,p004,3,2,NA,NA,NA,NA,NA,3003,NA,NA,"[""stims/images/koala.png"",""stims/images/pangolin.png"",""stims/images/alpaca.png"",""stims/images/jaguar.png"",""stims/images/dog.png"",""stims/images/antelope.png"",""stims/images/tarsier.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,3,NA,NA,stims/images/antelope.png,NA,NA,NA,NA,NA,NA,right,NA,NA,NA,passive,2,NA,stims/audio/thats_pangolin.wav,"[""stims/images/pangolin.png"",""stims/images/antelope.png""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pangolin,unfamiliar,pangolin.jpg,dimy,n,,NA,13,,,y,NA,NA,,14.22
coact-grid,36,129516,0.0-36.0,p004,3,2,NA,NA,NA,NA,NA,4575.999999999985,NA,NA,"[""stims/images/dog.png"",""stims/images/tiger.png"",""stims/images/tarsier.png"",""stims/images/antelope.png"",""stims/images/pangolin.png"",""stims/images/alpaca.png"",""stims/images/jaguar.png"",""stims/images/koala.png""]",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"[3,7]","[""stims/images/antelope.png"",""stims/images/koala.png""]","[""antelope"",""koala""]","[""stims/audio/thats_antelope.wav"",""stims/audio/thats_koala.wav""]",left,"[""stims/images/antelope.png"",""stims/images/koala.png""]","[""stims/audio/thats_antelope.wav"",""stims/audio/thats_koala.wav""]","[""antelope"",""koala""]",active,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,37,130612,0.0-37.0,p004,3,2,NA,NA,NA,NA,NA,1094,NA,NA,"[""stims/images/dog.png"",""stims/images/tiger.png"",""stims/images/tarsier.png"",""stims/images/antelope.png"",""stims/images/pangolin.png"",""stims/images/alpaca.png"",""stims/images/jaguar.png"",""stims/images/koala.png""]",NA,NA,NA,NA,NA,3,NA,NA,stims/images/koala.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/antelope.png"",""stims/images/koala.png""]","[""stims/audio/thats_antelope.wav"",""stims/audio/thats_koala.wav""]","[""antelope"",""koala""]",passive,3,1,stims/audio/thats_koala.wav,"[""stims/images/antelope.png"",""stims/images/koala.png""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,koala,somewhat_familiar,koala.jpg,dimy,y,,6,10,,,y,NA,NA,,6
coact-grid-choice-audio,38,133624,0.0-38.0,p004,3,2,NA,NA,NA,NA,NA,3003,NA,NA,"[""stims/images/dog.png"",""stims/images/tiger.png"",""stims/images/tarsier.png"",""stims/images/antelope.png"",""stims/images/pangolin.png"",""stims/images/alpaca.png"",""stims/images/jaguar.png"",""stims/images/koala.png""]",NA,NA,NA,NA,NA,3,NA,NA,stims/images/koala.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,passive,3,NA,stims/audio/thats_koala.wav,"[""stims/images/antelope.png"",""stims/images/koala.png""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,koala,somewhat_familiar,koala.jpg,dimy,y,,6,10,,,y,NA,NA,,6
coact-grid,39,140149,0.0-39.0,p004,3,2,NA,NA,NA,NA,NA,5218,NA,NA,"[""stims/images/dog.png"",""stims/images/tarsier.png"",""stims/images/alpaca.png"",""stims/images/pangolin.png"",""stims/images/jaguar.png"",""stims/images/antelope.png"",""stims/images/koala.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"[5,7]","[""stims/images/antelope.png"",""stims/images/tiger.png""]","[""antelope"",""tiger""]","[""stims/audio/thats_antelope.wav"",""stims/audio/thats_tiger.wav""]",left,"[""stims/images/antelope.png"",""stims/images/tiger.png""]","[""stims/audio/thats_antelope.wav"",""stims/audio/thats_tiger.wav""]","[""antelope"",""tiger""]",active,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,40,142904,0.0-40.0,p004,3,2,NA,NA,NA,NA,NA,2753,NA,NA,"[""stims/images/dog.png"",""stims/images/tarsier.png"",""stims/images/alpaca.png"",""stims/images/pangolin.png"",""stims/images/jaguar.png"",""stims/images/antelope.png"",""stims/images/koala.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,3,NA,NA,stims/images/tiger.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/antelope.png"",""stims/images/tiger.png""]","[""stims/audio/thats_antelope.wav"",""stims/audio/thats_tiger.wav""]","[""antelope"",""tiger""]",passive,4,1,stims/audio/thats_tiger.wav,"[""stims/images/antelope.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tiger,familiar,tiger.png,BOSS,n,,4,2,,,y,NA,NA,,4
coact-grid-choice-audio,41,145913,0.0-41.0,p004,3,2,NA,NA,NA,NA,NA,3000,NA,NA,"[""stims/images/dog.png"",""stims/images/tarsier.png"",""stims/images/alpaca.png"",""stims/images/pangolin.png"",""stims/images/jaguar.png"",""stims/images/antelope.png"",""stims/images/koala.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,3,NA,NA,stims/images/tiger.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,passive,4,NA,stims/audio/thats_tiger.wav,"[""stims/images/antelope.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tiger,familiar,tiger.png,BOSS,n,,4,2,,,y,NA,NA,,4
coact-grid,42,153188,0.0-42.0,p004,3,2,NA,NA,NA,NA,NA,5967,NA,NA,"[""stims/images/koala.png"",""stims/images/jaguar.png"",""stims/images/tiger.png"",""stims/images/tarsier.png"",""stims/images/pangolin.png"",""stims/images/alpaca.png"",""stims/images/antelope.png"",""stims/images/dog.png""]",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"[6,1]","[""stims/images/antelope.png"",""stims/images/jaguar.png""]","[""antelope"",""jaguar""]","[""stims/audio/its_antelope.wav"",""stims/audio/its_jaguar.wav""]",right,"[""stims/images/jaguar.png"",""stims/images/antelope.png""]","[""stims/audio/its_jaguar.wav"",""stims/audio/its_antelope.wav""]","[""jaguar"",""antelope""]",active,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
