trial_type,trial_index,time_elapsed,internal_node_id,subject_id,round_name,round_index,success,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,images,target,target_word,target_image,target_type,round_type,set,test_audio,choice,chosen_image,correct,correct_helper,choices,chosen_images,chosen_items,chosen_audio_items,first_choice_location,chosen_images_in_order,chosen_audio_in_order,chosen_items_in_order,condition,sample_num,chosen_index,chosen_audio,central_images,seed,condition_index,condition_order,condition_vector,condition_name,fam_stims,round_stims,fam_test_index,subject,cur_target,cur_target_image,cur_target_type,familiar_classification,image,source,editing_needed,good_pic,aoa,AoAtestbased,use.,notes,version1,X,X.1,X.2,aoa_adj,chosen_word,familiar_classification_grid,image_grid,source_grid,editing_needed_grid,good_pic_grid,aoa_grid,AoAtestbased_grid,use._grid,notes_grid,version1_grid,X_grid,X.1_grid,X.2_grid,aoa_adj_grid
coact-test,38,180030,0.0-38.0,p002,NA,NA,NA,NA,NA,NA,NA,405834.52,NA,NA,"[""stims/images/pig.png"",""stims/images/porcupine.png"",""stims/images/echidna.png"",""stims/images/zebra.png"",""stims/images/aardvark.png"",""stims/images/antelope.png"",""stims/images/hippopotamus.png"",""stims/images/cormorant.png""]",NA,hippopotamus,NA,NA,pretest,2,stims/audio/wheres_hippopotamus.wav,6,stims/images/hippopotamus.png,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,hippopotamus,stims/images/hippopotamus.png,somewhat familiar,somewhat_familiar,hippopotamus.png,BOSS,n,,7,4,,,y,NA,NA,,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid,40,270609,0.0-40.0,p002,NA,NA,NA,NA,NA,NA,NA,9887,NA,NA,"[""stims/images/wolf.png"",""stims/images/cow.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/horse.png"",""stims/images/butterfly.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,NA,NA,NA,"[3,4]","[""stims/images/cat.png"",""stims/images/duck.png""]","[""cat"",""duck""]","[""stims/audio/its_cat.wav"",""stims/audio/its_duck.wav""]",right,"[""stims/images/duck.png"",""stims/images/cat.png""]","[""stims/audio/its_duck.wav"",""stims/audio/its_cat.wav""]","[""duck"",""cat""]",NA,0,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,41,276043,0.0-41.0,p002,NA,NA,NA,NA,NA,NA,NA,5433,NA,NA,"[""stims/images/wolf.png"",""stims/images/cow.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/horse.png"",""stims/images/butterfly.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,stims/images/duck.png,NA,NA,NA,NA,NA,NA,right,"[""stims/images/duck.png"",""stims/images/cat.png""]","[""stims/audio/its_duck.wav"",""stims/audio/its_cat.wav""]","[""duck"",""cat""]",NA,0,1,stims/audio/its_cat.wav,"[""stims/images/cat.png"",""stims/images/duck.png""]",NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cat,familiar,cat.png,CATegories,n,,3.68,2,,,fam,NA,11,somewhat familiar,3.68
coact-grid-choice-audio,42,279055,0.0-42.0,p002,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,familiar,NA,NA,stims/images/duck.png,NA,NA,NA,NA,NA,NA,right,NA,NA,NA,NA,0,NA,stims/audio/its_cat.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cat,familiar,cat.png,CATegories,n,,3.68,2,,,fam,NA,11,somewhat familiar,3.68
coact-grid,43,290353,0.0-43.0,p002,NA,NA,NA,NA,NA,NA,NA,9989,NA,NA,"[""stims/images/squirrel.png"",""stims/images/cow.png"",""stims/images/cat.png"",""stims/images/frog.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/wolf.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,NA,NA,NA,"[6,0]","[""stims/images/horse.png"",""stims/images/squirrel.png""]","[""horse"",""squirrel""]","[""stims/audio/thats_horse.wav"",""stims/audio/thats_squirrel.wav""]",left,"[""stims/images/horse.png"",""stims/images/squirrel.png""]","[""stims/audio/thats_horse.wav"",""stims/audio/thats_squirrel.wav""]","[""horse"",""squirrel""]",NA,1,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,44,295789,0.0-44.0,p002,NA,NA,NA,NA,NA,NA,NA,5435,NA,NA,"[""stims/images/squirrel.png"",""stims/images/cow.png"",""stims/images/cat.png"",""stims/images/frog.png"",""stims/images/duck.png"",""stims/images/butterfly.png"",""stims/images/horse.png"",""stims/images/wolf.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,stims/images/squirrel.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/horse.png"",""stims/images/squirrel.png""]","[""stims/audio/thats_horse.wav"",""stims/audio/thats_squirrel.wav""]","[""horse"",""squirrel""]",NA,1,1,stims/audio/thats_squirrel.wav,"[""stims/images/horse.png"",""stims/images/squirrel.png""]",NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,squirrel,familiar,squirrel.png,BOSS,n,,4.44,2,N,not a great picture,fam,NA,NA,,4.44
coact-grid-choice-audio,45,298798,0.0-45.0,p002,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,familiar,NA,NA,stims/images/squirrel.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,NA,1,NA,stims/audio/thats_squirrel.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,squirrel,familiar,squirrel.png,BOSS,n,,4.44,2,N,not a great picture,fam,NA,NA,,4.44
coact-grid,46,311405,0.0-46.0,p002,NA,NA,NA,NA,NA,NA,NA,11300,NA,NA,"[""stims/images/tarsier.png"",""stims/images/lynx.png"",""stims/images/elephant.png"",""stims/images/sloth.png"",""stims/images/raccoon.png"",""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"[0,7]","[""stims/images/tarsier.png"",""stims/images/tiger.png""]","[""tarsier"",""tiger""]","[""stims/audio/thats_tarsier.wav"",""stims/audio/thats_tiger.wav""]",right,"[""stims/images/tiger.png"",""stims/images/tarsier.png""]","[""stims/audio/thats_tiger.wav"",""stims/audio/thats_tarsier.wav""]","[""tiger"",""tarsier""]",NA,0,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,47,313865,0.0-47.0,p002,NA,NA,NA,NA,NA,NA,NA,2459,NA,NA,"[""stims/images/tarsier.png"",""stims/images/lynx.png"",""stims/images/elephant.png"",""stims/images/sloth.png"",""stims/images/raccoon.png"",""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,1,NA,NA,stims/images/tiger.png,NA,NA,NA,NA,NA,NA,right,"[""stims/images/tiger.png"",""stims/images/tarsier.png""]","[""stims/audio/thats_tiger.wav"",""stims/audio/thats_tarsier.wav""]","[""tiger"",""tarsier""]",NA,0,1,stims/audio/thats_tarsier.wav,"[""stims/images/tarsier.png"",""stims/images/tiger.png""]",NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tarsier,unfamiliar,tarsier.jpeg,Wikimedia,y,,NA,NA,,,y,NA,NA,,14.22
coact-grid-choice-audio,48,316875,0.0-48.0,p002,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,stims/images/tiger.png,NA,NA,NA,NA,NA,NA,right,NA,NA,NA,NA,0,NA,stims/audio/thats_tarsier.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tarsier,unfamiliar,tarsier.jpeg,Wikimedia,y,,NA,NA,,,y,NA,NA,,14.22
coact-grid,49,333459,0.0-49.0,p002,NA,NA,NA,NA,NA,NA,NA,15278,NA,NA,"[""stims/images/nyala.png"",""stims/images/tiger.png"",""stims/images/dolphin.png"",""stims/images/lynx.png"",""stims/images/tarsier.png"",""stims/images/sloth.png"",""stims/images/elephant.png"",""stims/images/raccoon.png""]",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"[1,3]","[""stims/images/tiger.png"",""stims/images/lynx.png""]","[""tiger"",""lynx""]","[""stims/audio/thats_tiger.wav"",""stims/audio/thats_lynx.wav""]",left,"[""stims/images/tiger.png"",""stims/images/lynx.png""]","[""stims/audio/thats_tiger.wav"",""stims/audio/thats_lynx.wav""]","[""tiger"",""lynx""]",NA,1,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,50,336578,0.0-50.0,p002,NA,NA,NA,NA,NA,NA,NA,3117,NA,NA,"[""stims/images/nyala.png"",""stims/images/tiger.png"",""stims/images/dolphin.png"",""stims/images/lynx.png"",""stims/images/tarsier.png"",""stims/images/sloth.png"",""stims/images/elephant.png"",""stims/images/raccoon.png""]",NA,NA,NA,NA,NA,1,NA,NA,stims/images/lynx.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/tiger.png"",""stims/images/lynx.png""]","[""stims/audio/thats_tiger.wav"",""stims/audio/thats_lynx.wav""]","[""tiger"",""lynx""]",NA,1,1,stims/audio/thats_lynx.wav,"[""stims/images/tiger.png"",""stims/images/lynx.png""]",NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lynx,unfamiliar,lynx.png,BOSS,n,,10.53,13,,,y,NA,NA,,10.53
coact-grid-choice-audio,51,339586,0.0-51.0,p002,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,stims/images/lynx.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,NA,1,NA,stims/audio/thats_lynx.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lynx,unfamiliar,lynx.png,BOSS,n,,10.53,13,,,y,NA,NA,,10.53
coact-grid,52,348258,0.0-52.0,p002,NA,NA,NA,NA,NA,NA,NA,7365,NA,NA,"[""stims/images/elephant.png"",""stims/images/raccoon.png"",""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/lynx.png"",""stims/images/tiger.png"",""stims/images/sloth.png"",""stims/images/tarsier.png""]",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"[6,2]","[""stims/images/sloth.png"",""stims/images/dolphin.png""]","[""sloth"",""dolphin""]","[""stims/audio/its_sloth.wav"",""stims/audio/its_dolphin.wav""]",left,"[""stims/images/sloth.png"",""stims/images/dolphin.png""]","[""stims/audio/its_sloth.wav"",""stims/audio/its_dolphin.wav""]","[""sloth"",""dolphin""]",NA,2,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,53,351404,0.0-53.0,p002,NA,NA,NA,NA,NA,NA,NA,3144,NA,NA,"[""stims/images/elephant.png"",""stims/images/raccoon.png"",""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/lynx.png"",""stims/images/tiger.png"",""stims/images/sloth.png"",""stims/images/tarsier.png""]",NA,NA,NA,NA,NA,1,NA,NA,stims/images/sloth.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/sloth.png"",""stims/images/dolphin.png""]","[""stims/audio/its_sloth.wav"",""stims/audio/its_dolphin.wav""]","[""sloth"",""dolphin""]",NA,2,0,stims/audio/its_sloth.wav,"[""stims/images/sloth.png"",""stims/images/dolphin.png""]",NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sloth,somewhat_unfamiliar,sloth.jpg,chen,y,,8.37,12,,,y,NA,NA,,8.37
coact-grid-choice-audio,54,354413,0.0-54.0,p002,NA,NA,NA,NA,NA,NA,NA,3003,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,stims/images/sloth.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,NA,2,NA,stims/audio/its_sloth.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sloth,somewhat_unfamiliar,sloth.jpg,chen,y,,8.37,12,,,y,NA,NA,,8.37
coact-grid,55,362015,0.0-55.0,p002,NA,NA,NA,NA,NA,NA,NA,6297,NA,NA,"[""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/tiger.png"",""stims/images/raccoon.png"",""stims/images/elephant.png"",""stims/images/sloth.png"",""stims/images/nyala.png"",""stims/images/lynx.png""]",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"[4,3]","[""stims/images/elephant.png"",""stims/images/raccoon.png""]","[""elephant"",""raccoon""]","[""stims/audio/thats_elephant.wav"",""stims/audio/thats_raccoon.wav""]",right,"[""stims/images/raccoon.png"",""stims/images/elephant.png""]","[""stims/audio/thats_raccoon.wav"",""stims/audio/thats_elephant.wav""]","[""raccoon"",""elephant""]",NA,3,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,56,364610,0.0-56.0,p002,NA,NA,NA,NA,NA,NA,NA,2596,NA,NA,"[""stims/images/tarsier.png"",""stims/images/dolphin.png"",""stims/images/tiger.png"",""stims/images/raccoon.png"",""stims/images/elephant.png"",""stims/images/sloth.png"",""stims/images/nyala.png"",""stims/images/lynx.png""]",NA,NA,NA,NA,NA,1,NA,NA,stims/images/elephant.png,NA,NA,NA,NA,NA,NA,right,"[""stims/images/raccoon.png"",""stims/images/elephant.png""]","[""stims/audio/thats_raccoon.wav"",""stims/audio/thats_elephant.wav""]","[""raccoon"",""elephant""]",NA,3,0,stims/audio/thats_raccoon.wav,"[""stims/images/elephant.png"",""stims/images/raccoon.png""]",NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raccoon,somewhat_familiar,raccoon.png,BOSS,n,,6.79,2,,,y,NA,NA,,6.79
coact-grid-choice-audio,57,367619,0.0-57.0,p002,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,stims/images/elephant.png,NA,NA,NA,NA,NA,NA,right,NA,NA,NA,NA,3,NA,stims/audio/thats_raccoon.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raccoon,somewhat_familiar,raccoon.png,BOSS,n,,6.79,2,,,y,NA,NA,,6.79
coact-grid,58,375484,0.0-58.0,p002,NA,NA,NA,NA,NA,NA,NA,6559,NA,NA,"[""stims/images/raccoon.png"",""stims/images/tarsier.png"",""stims/images/elephant.png"",""stims/images/lynx.png"",""stims/images/nyala.png"",""stims/images/dolphin.png"",""stims/images/sloth.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"[7,4]","[""stims/images/tiger.png"",""stims/images/nyala.png""]","[""tiger"",""nyala""]","[""stims/audio/its_tiger.wav"",""stims/audio/its_nyala.wav""]",left,"[""stims/images/tiger.png"",""stims/images/nyala.png""]","[""stims/audio/its_tiger.wav"",""stims/audio/its_nyala.wav""]","[""tiger"",""nyala""]",NA,4,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,59,377151,0.0-59.0,p002,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,"[""stims/images/raccoon.png"",""stims/images/tarsier.png"",""stims/images/elephant.png"",""stims/images/lynx.png"",""stims/images/nyala.png"",""stims/images/dolphin.png"",""stims/images/sloth.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,1,NA,NA,stims/images/nyala.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/tiger.png"",""stims/images/nyala.png""]","[""stims/audio/its_tiger.wav"",""stims/audio/its_nyala.wav""]","[""tiger"",""nyala""]",NA,4,1,stims/audio/its_nyala.wav,"[""stims/images/tiger.png"",""stims/images/nyala.png""]",NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nyala,unfamiliar,nyala.png,BOSS,n,,NA,NA,,,y,NA,NA,,14.22
coact-grid-choice-audio,60,380161,0.0-60.0,p002,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,stims/images/nyala.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,NA,4,NA,stims/audio/its_nyala.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nyala,unfamiliar,nyala.png,BOSS,n,,NA,NA,,,y,NA,NA,,14.22
coact-grid,61,388930,0.0-61.0,p002,NA,NA,NA,NA,NA,NA,NA,7464,NA,NA,"[""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/raccoon.png"",""stims/images/lynx.png"",""stims/images/tarsier.png"",""stims/images/sloth.png"",""stims/images/elephant.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"[1,4]","[""stims/images/nyala.png"",""stims/images/tarsier.png""]","[""nyala"",""tarsier""]","[""stims/audio/its_nyala.wav"",""stims/audio/its_tarsier.wav""]",right,"[""stims/images/tarsier.png"",""stims/images/nyala.png""]","[""stims/audio/its_tarsier.wav"",""stims/audio/its_nyala.wav""]","[""tarsier"",""nyala""]",NA,5,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,62,391209,0.0-62.0,p002,NA,NA,NA,NA,NA,NA,NA,2278,NA,NA,"[""stims/images/dolphin.png"",""stims/images/nyala.png"",""stims/images/raccoon.png"",""stims/images/lynx.png"",""stims/images/tarsier.png"",""stims/images/sloth.png"",""stims/images/elephant.png"",""stims/images/tiger.png""]",NA,NA,NA,NA,NA,1,NA,NA,stims/images/nyala.png,NA,NA,NA,NA,NA,NA,right,"[""stims/images/tarsier.png"",""stims/images/nyala.png""]","[""stims/audio/its_tarsier.wav"",""stims/audio/its_nyala.wav""]","[""tarsier"",""nyala""]",NA,5,0,stims/audio/its_tarsier.wav,"[""stims/images/nyala.png"",""stims/images/tarsier.png""]",NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tarsier,unfamiliar,tarsier.jpeg,Wikimedia,y,,NA,NA,,,y,NA,NA,,14.22
coact-grid-choice-audio,63,394217,0.0-63.0,p002,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,stims/images/nyala.png,NA,NA,NA,NA,NA,NA,right,NA,NA,NA,NA,5,NA,stims/audio/its_tarsier.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tarsier,unfamiliar,tarsier.jpeg,Wikimedia,y,,NA,NA,,,y,NA,NA,,14.22
coact-grid,65,421886,0.0-65.0,p002,NA,NA,NA,NA,NA,NA,NA,6746,NA,NA,"[""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/duck.png"",""stims/images/cow.png"",""stims/images/wolf.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,NA,NA,NA,"[4,5]","[""stims/images/butterfly.png"",""stims/images/duck.png""]","[""butterfly"",""duck""]","[""stims/audio/its_butterfly.wav"",""stims/audio/its_duck.wav""]",right,"[""stims/images/duck.png"",""stims/images/butterfly.png""]","[""stims/audio/its_duck.wav"",""stims/audio/its_butterfly.wav""]","[""duck"",""butterfly""]",NA,0,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,66,433216,0.0-66.0,p002,NA,NA,NA,NA,NA,NA,NA,11330,NA,NA,"[""stims/images/horse.png"",""stims/images/squirrel.png"",""stims/images/frog.png"",""stims/images/cat.png"",""stims/images/butterfly.png"",""stims/images/duck.png"",""stims/images/cow.png"",""stims/images/wolf.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,stims/images/butterfly.png,NA,NA,NA,NA,NA,NA,right,"[""stims/images/duck.png"",""stims/images/butterfly.png""]","[""stims/audio/its_duck.wav"",""stims/audio/its_butterfly.wav""]","[""duck"",""butterfly""]",NA,0,0,stims/audio/its_duck.wav,"[""stims/images/butterfly.png"",""stims/images/duck.png""]",NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,duck,familiar,duck.png,MEM,n,,3.5,2,,,fam,NA,8,familiar_exp,3.5
coact-grid-choice-audio,67,436224,0.0-67.0,p002,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,familiar,NA,NA,stims/images/butterfly.png,NA,NA,NA,NA,NA,NA,right,NA,NA,NA,NA,0,NA,stims/audio/its_duck.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,duck,familiar,duck.png,MEM,n,,3.5,2,,,fam,NA,8,familiar_exp,3.5
coact-grid,68,440477,0.0-68.0,p002,NA,NA,NA,NA,NA,NA,NA,2948,NA,NA,"[""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/wolf.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/horse.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,NA,NA,NA,"[2,4]","[""stims/images/duck.png"",""stims/images/wolf.png""]","[""duck"",""wolf""]","[""stims/audio/its_duck.wav"",""stims/audio/its_wolf.wav""]",left,"[""stims/images/duck.png"",""stims/images/wolf.png""]","[""stims/audio/its_duck.wav"",""stims/audio/its_wolf.wav""]","[""duck"",""wolf""]",NA,1,NA,NA,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coact-grid-choice,69,444924,0.0-69.0,p002,NA,NA,NA,NA,NA,NA,NA,4446,NA,NA,"[""stims/images/frog.png"",""stims/images/cow.png"",""stims/images/duck.png"",""stims/images/squirrel.png"",""stims/images/wolf.png"",""stims/images/butterfly.png"",""stims/images/cat.png"",""stims/images/horse.png""]",NA,NA,NA,NA,NA,familiar,NA,NA,stims/images/duck.png,NA,NA,NA,NA,NA,NA,left,"[""stims/images/duck.png"",""stims/images/wolf.png""]","[""stims/audio/its_duck.wav"",""stims/audio/its_wolf.wav""]","[""duck"",""wolf""]",NA,1,0,stims/audio/its_duck.wav,"[""stims/images/duck.png"",""stims/images/wolf.png""]",NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,duck,familiar,duck.png,MEM,n,,3.5,2,,,fam,NA,8,familiar_exp,3.5
coact-grid-choice-audio,70,447933,0.0-70.0,p002,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,familiar,NA,NA,stims/images/duck.png,NA,NA,NA,NA,NA,NA,left,NA,NA,NA,NA,1,NA,stims/audio/its_duck.wav,NA,NA,NA,NA,"[""active"",""passive"",""passive"",""active""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,duck,familiar,duck.png,MEM,n,,3.5,2,,,fam,NA,8,familiar_exp,3.5
